ID	TOKENS	PROTOFORM	ALIGNMENT	IPA	COUNTERPART	COGID	DOCULECT	NOTE	STRUCTURE	BORROWING	CONCEPT	PROTO
1031	b au ə r	*būrą	b au ə r ( - - )	bauər	Bauer	283	German				bower	*būrăn
796	b r a n t	*brandăz	b r a n d ( - - )	brant	Brand	218	German				brand	*brandăz
1156	b r oː t	*braudą	b r oː t ( - - )	broːt	Brot	317	German				bread	*braudăn
501	b r ɛ x ə n	*brekanăn	b r ɛ x ə n ( - - )	brɛxən	brechen	137	German				break	*brekanăn
1771	b r ʊ s t	*brustz	b - r ʊ s t ( - )	brʊst	Brust	485	German				breast	*brustz
1514	b r ʊ x	*brekăną	b r ʊ x ( - - )	brʊx	Bruch	415	German				breeches	*brekanăn
294	b r au t	*brūdiz	b r au t ( - - )	braut	Braut	82	German				bride	*brūdiz
1650	b r ɪ ŋ ə n	*brenganăn	b r ɪ ŋ - ə n ( - - )	brɪŋən	bringen	453	German				bring	*brenganăn
1134	b r au x ə n	*brūkanăn	( - - ) b r au x ə n ( - - )	brauxən	brauchen	311	German				brook	*brūkanăn
32	b ɔ k	*bukkăz	b ɔ k ( - - )	bɔk	Bock	9	German				buck	*bukkăz
1752	b ɛ r s t ə n	*brestanăn	b ɛ r - s t ə n ( - - )	bɛrstən	bersten	480	German				burst	*brestanăn
191	k a l p	*kalbăz	k a l b ( - - )	kalp	Kalb	54	German				calf	*kalbăz
991	k au ə n	*kewwanăn	k au - ə n ( - - )	kauən	kauen	272	German				chew	*kewwanăn
555	k l ɪ m ə n	*klembanăn	k l ɪ m - ə n ( - - )	klɪmən	klimmen	152	German				climb	*klembanăn
1678	k a m	*kambăz	k a m - ( - - )	kam	Kamm	460	German				comb	*kambăz
6	k ɔ r n	*kurnăn	k ɔ r n ( - - )	kɔrn	Korn	533	German				corn	*kurnăn
1091	k uː	*kōwz	k uː ( - - )	kuː	Kuh	299	German				cow	*kōwz
1506	k r a f t	*kraftiz	k r a f t ( - - )	kraft	Kraft	413	German				craft	*kraftiz
879	k r ɔ pf	*kruppăz	k r ɔ pf ( - - )	krɔp͡f	Kropf	242	German				crop	*kruppăz
1245	k ɪ t	*kwiθuz	k ɪ t ( - - )	kɪt	Kitt	342	German				cud	*kwiθuz
1182	t aː l	*dalăz	t aː l ( - - )	taːl	Tal	324	German				dale	*dalăz
781	t aː k	*dagăz	t aː k ( - - )	taːk	Tag	214	German				day	*dagăz
1083	t ai l	*dailiz	t ai l ( - - )	tail	Teil	297	German				deal	*dailiz
578	t aː t	*dēdiz	t aː t ( - - )	taːt	Tat	159	German				deed	*dēdiz
407	t iː r	*deuzą	t iː r ( - - )	tiːr	Tier	112	German				deer	*deuzăn
1518	t au	*dawwō	t - au - ( - )	tau	Tau	416	German				dew	*dawwō
894	d ɪ l	*deljăz	d ɪ l ( - - - )	dɪl	Dill	246	German	BOR		Low German	dill	*deljăz
1582	t uː n	*dōnăn	t uː ə n ( - - )	tuːn	tun	434	German				do	*dōnăn
102	t oː r	*durą	t oː r ( - - )	toːr	Tor	29	German				door	*durăn
762	t ai k	*daigăz	t ai k ( - - )	taik	Teig	209	German				dough	*daigăz
55	t au b ə	*dūbōn	t au b ə ( - )	taubə	Taube	16	German				dove	*dūbōn
396	t r au m	*draumăz	t r au m ( - - )	traum	Traum	109	German				dream	*draumăz
742	t r a ŋ k	*dranką	t r a ŋ k ( - - )	traŋk	Trank	204	German				drench	*drankăn
20	t r ɪ ŋ k ə n	*drenkanăn	t r ɪ ŋ k ə n ( - - )	trɪŋkən	trinken	6	German				drink	*drenkanăn
1241	t r ai b ə n	*drībanăn	t r ai b ə n ( - - )	traibən	treiben	341	German				drive	*drībanăn
87	eː r d ə	*erθo	eː r d ə	eːrdə	Erde	25	German				earth	*erθo
1331	ɛ s ə n	*etanăn	ɛ s ə n ( - - )	ɛsən	essen	365	German				eat	*etanăn
773	aː l	*ēlăz	aː l ( - - )	aːl	Aal	212	German				eel	*ēlăz
248	f a l ə n	*fallanăn	f a l ə n ( - - )	falən	fallen	69	German				fall	*fallanăn
203	f aː r ə n	*faranăn	f aː r ə n ( - - )	faːrən	fahren	57	German				fare	*faranăn
1315	f a s t ə n	*fastēnăn	f a s t ə n ( - - )	fastən	fasten	361	German				fast	*fastēnăn
910	f aː t ə r	*fadēr	f aː t ə r	faːtər	Vater	250	German				father	*fadēr
116	v iː	*fexu	v iː ( - - )	viː	Vieh	33	German				fee	*fexu
1799	f ɛ l	*fellą	f ɛ l ( - - )	fɛl	Fell	493	German				fell	*fellăn
462	f a r n	*farnăn	f a r n ( - - )	farn	Farn	127	German				fern	*farnăn
698	f ɛ l t	*felθuz	f ɛ l d ( - - )	fɛlt	Feld	192	German				field	*felθuz
158	f ɛ x t ə n	*fextanăn	f ɛ x t ə n ( - - )	fɛxtən	fechten	45	German				fight	*fextanăn
1760	f ɪ n d ə n	*fenθanăn	f ɪ n d ə n ( - - )	fɪndən	finden	482	German				find	*fenθanăn
1700	f ɪ ŋ ə r	*fengrăz	f ɪ ŋ - ə r ( - - )	fɪŋər	Finger	466	German				finger	*fengrăz
1586	f ɔy ə r	*fuwer	f ɔy - ə r	fɔyər	Feuer	435	German				fire	*fuwer
1260	f ɪ ʃ	*fiskăz	f ɪ ʃ - ( - - )	fɪʃ	Fisch	346	German				fish	*fiskăz
1828	f au s t	*funxwstiz	f au ( - - ) s t ( - - )	faust	Faust	501	German				fist	*funxwstiz
49	f l a ʃ ə	*flaskō	f l a ʃ - ə	flaʃə	Flasche	14	German				flask	*flaskō
1809	f l a k s	*flaxsą	f l a k s ( - - )	flaks	Flachs	496	German				flax	*flaxsăn
971	f l oː	*flauxz	f l oː - ( - )	floː	Floh	267	German				flea	*flauxz
1226	f l iː ə n	*fleuxanăn	f l iː - ə n ( - - )	fliːən	fliehen	337	German				flee	*fleuxanăn
1027	f l ai ʃ	*flaiskăz	f l ai ʃ - ( - - )	flaiʃ	Fleisch	282	German				flesh	*flaiskăz
1410	f l uː t	*flōduz	f l uː t ( - - )	fluːt	Flut	386	German				flood	*flōduz
1108	f l iː ɡ ə n	*fleuganăn	f l iː ɡ ə n ( - - )	fliːɡən	fliegen	304	German				fly	*fleuganăn
1448	f oː l ə n	*fulōn	f oː l ( ə n )	foːlən	Fohlen	396	German				foal	*fulōn
886	f ʊ t ə r	*fōdrą	f ʊ t ə r ( - - )	fʊtər	Futter	244	German				fodder	*fōdrăn
443	f a l t ə n	*falθanăn	f a l t ə n ( - - )	faltən	falten	122	German				fold	*falθanăn
777	f ɔ l k	*fulką	f ɔ l k ( - - )	fɔlk	Volk	213	German				folk	*fulkăn
1885	f ɔ l ɡ ə n	*fulgēnăn	f ɔ l ɡ ə n ( - - )	fɔlɡən	folgen	517	German				follow	*fulgēnăn
1391	f ɛ r l iː r ə n	*leusanăn	( f ɛ r ) l iː r ə n ( - - )	fɛrliːrən	verlieren	381	German				forlorn	*leusanăn
361	f iː r	*fedwōrez	f iː ( - - - ) r ( - - )	fiːr	vier	100	German				four	*fedwōrez
1832	f oː ɡ ə l	*fuglăz	f oː ɡ ə l ( - - )	foːɡəl	Vogel	502	German				fowl	*fuglăz
340	f ʊ k s	*fuxsăz	f ʊ k s ( - - )	fʊks	Fuchs	94	German				fox	*fuxsăz
924	f r iː r ə n	*freusanăn	f r iː r ə n ( - - )	friːrən	frieren	254	German				freeze	*freusanăn
1690	f r ɔy n t	*frijōndz	f r ɔy ( - - ) n d ( - )	frɔynt	Freund	463	German				friend	*frijōndz
1481	f ʊ r x t	*furxtīn	f ʊ r - x t ( - - )	fʊrxt	Furcht	406	German				fright	*furxtīn
454	f r ɔ s t	*frustą	f r ɔ - s t ( - - )	frɔst	Frost	125	German				frost	*frustăn
954	f ʊ r x ə	*furx	f ʊ r ( x ə )	fʊrxə	Furche	262	German				furrow	*furx
746	ɡ a l ə	*gallą	ɡ a l ə ( - )	ɡalə	Galle	205	German				gall	*gallăn
199	ɡ a ŋ	*gangăz	ɡ a ŋ - ( - - )	ɡaŋ	Gang	56	German				gang	*gangăz
17	ɡ ai s t	*gaistăz	ɡ ai s t ( - - )	ɡaist	Geist	5	German				ghost	*gaistăz
619	ɡ ɪ f t	*geftiz	ɡ ɪ f t ( - - )	ɡɪft	Gift	171	German				gift	*geftiz
750	ɡ eː b ə n	*gebanăn	ɡ eː b ə n ( - - )	ɡeːbən	geben	206	German				give	*gebanăn
1874	ɡ ɔ t	*gud	ɡ ɔ t	ɡɔt	Gott	514	German				god	*gud
1087	ɡ ɔ l t	*gulθą	ɡ ɔ l d ( - - )	ɡɔlt	Gold	298	German				gold	*gulθăn
1292	ɡ a n s	*gansz	ɡ a n s ( - )	ɡans	Gans	355	German				goose	*gansz
789	ɡ r aː s	*grasą	ɡ r aː s ( - - )	ɡraːs	Gras	216	German				grass	*grasăn
132	ɡ r aː b ə n	*grabanăn	ɡ r aː b ə n ( - - )	ɡraːbən	graben	37	German				grave	*grabanăn
241	ɡ r ai f ə n	*grīpanăn	ɡ r ai f ə n ( - - )	ɡraifən	greifen	67	German				gripe	*grīpanăn
98	ɡ r ʊ n t	*grunduz	ɡ r ʊ n d ( - - )	ɡrʊnt	Grund	28	German				ground	*grunduz
1614	ɡ a s t	*gastiz	ɡ a s t ( - - )	ɡast	Gast	443	German				guest	*gastiz
1003	h aː ɡ ə l	*xaglą	h aː ɡ ə l ( - - )	haːɡəl	Hagel	275	German				hail	*xaglăn
1342	h aː r	*xazwăz	h aː r ( - - - )	haːr	Haar	368	German				hair	*xazwăz
1781	h a l ə	*xallō	h a l ə	halə	Halle	488	German				hall	*xallō
436	h a m ə r	*xamarăz	h a m ə r ( - - )	hamər	Hammer	120	German				hammer	*xamarăz
392	h a n t	*xanduz	h a n d ( - - )	hant	Hand	108	German				hand	*xanduz
530	h a n d ə l n	*xandlōjanăn	h a n d ə l ( - n - - - - )	handəln	handeln	145	German				handle	*xandlōjanăn
451	h a r m	*xarmăz	h a r m ( - - )	harm	Harm	124	German				harm	*xarmăz
1529	h ɛ r p s t	*xarbistuz	h ɛ r p - s t ( - - )	hɛrpst	Herbst	419	German				harvest	*xarbistuz
1335	h aː b ə n	*xabēnăn	h aː b ə n ( - - )	haːbən	haben	366	German				have	*xabēnăn
754	h aː k	*xagōn	h aː k ( - - )	haːk	Hag	207	German				haw	*xagōn
1795	h aː b ɪ x t	*xabukăz	h aː b ɪ x ( - t )	haːbɪxt	Habicht	492	German				hawk	*xabukăz
809	h ɔy	*xawwją	h ɔy - ( - - - )	hɔy	Heu	222	German				hay	*xawwjăn
489	h aː z ə l	*xaslăz	h aː z ə l ( - - )	haːzəl	Hasel	134	German				hazel	*xaslăz
252	h au p t	*xaubudą	h au p ( - ) t ( - - )	haupt	Haupt	70	German				head	*xaubudăn
187	h ai l ə n	*xailjanăn	h ai l - ə n ( - - )	hailən	heilen	53	German				heal	*xailjanăn
112	h ɛ r ts	*xertōn	h ɛ r ts ( - - )	hɛrt͡s	Herz	32	German				heart	*xertōn
1510	h eː r t	*xerθăz	h eː r d ( - - )	heːrt	Herd	414	German				hearth	*xerθăz
566	h ai d ə	*xaiθiz	h ai d ə ( - )	haidə	Heide	155	German				heath	*xaiθiz
1072	h ɪ m ə l	*xemenăz	h ɪ m ə ( l - - )	hɪməl	Himmel	294	German				heaven	*xemenăz
384	h ɛ k ə	*xagjăz	h ɛ k - ( ə - )	hɛkə	Hecke	106	German				hedge	*xagjăz
631	h ɛ l m	*xelmăz	h ɛ l m ( - - )	hɛlm	Helm	174	German				helm	*xelmăz
1444	h ɛ l f ə n	*xelpanăn	h ɛ l f ə n ( - - )	hɛlfən	helfen	395	German				help	*xelpanăn
477	h ɪ l f ə	*xelpō	h ɪ l f ə	hɪlfə	Hilfe	131	German				help	*xelpō
344	h eː r d ə	*xerdō	h eː r t ( ə )	heːrdə	Herde	95	German	BOR			herd	*xerdō
91	h au ə n	*xawwanăn	h - au - ə n ( - - )	hauən	hauen	26	German				hew	*xawwanăn
485	h ɪ n d ə	*xendjō	h ɪ n d - ə	hɪndə	Hinde	133	German				hind	*xendjō
596	h ɔ r t	*xuzdą	h ɔ r t ( - - )	hɔrt	Hort	164	German				hoard	*xuzdăn
1249	h a l t ə n	*xaldanăn	h a l t ə n ( - - )	haltən	halten	343	German				hold	*xaldanăn
10	h ai m	*xaimăz	h ai m ( - - )	haim	Heim	532	German				home	*xaimăz
373	h oː n ɪ x	*xunăgą	h oː n ɪ x ( - - )	hoːnɪx	Honig	103	German				honey	*xunagăn
152	h uː t	*xattuz	h uː t ( - - )	huːt	Hut	43	German				hood	*xattuz
1889	h uː f	*xōfăz	h uː f ( - - )	huːf	Huf	518	German				hoof	*xōfăz
623	h ɔ r n	*xurnăn	h ɔ r n ( - - )	hɔrn	Horn	172	German				horn	*xurnăn
336	h ʊ n t	*xundăz	h ʊ n d ( - - )	hʊnt	Hund	93	German				hound	*xundăz
1836	k n eː t ə n	*knedanăn	k n eː t ə n ( - - )	kneːtən	kneten	503	German				knead	*knedanăn
906	k n iː	*knewą	k n iː ( - - - )	kniː	Knie	249	German				knee	*knewăn
769	k n ɛ x t	*knakkăz	k n ɛ x - t	knɛxt	Knecht	211	German				knight	*knakkăz
537	k n ɔ pf	*knuppăz	k n ɔ pf ( - - )	knɔp͡f	Knopf	147	German				knob	*knuppăz
403	l aː d ə n	*laθōjanăn	l aː d ( - ) - ə n ( - - )	laːdən	laden	111	German				lade	*laθōjanăn
1353	l a n t	*landą	l a n d ( - - )	lant	Land	371	German				land	*landăn
1552	l a p ə n	*labbăz	l a p ( ə n )	lapən	Lappen	426	German				lap	*labbăz
534	l ai s t ə n	*laistjanăn	l ai s t - ə n ( - - )	laistən	leisten	146	German				last	*laistjanăn
1061	l a x ə n	*lakanăn	l a x ə n ( - - )	laxən	lachen	291	German				laugh	*lakanăn
1744	l ai t ə n	*laidjanăn	l ai t - ə n ( - - )	laitən	leiten	478	German				lead	*laidjanăn
662	l au p	*laubą	l au b ( - - )	laup	Laub	182	German				leaf	*laubăn
1594	l ɛ r n ə n	*liznōjanăn	l ɛ r n ( - ) - ə n ( - - )	lɛrnən	lernen	437	German				learn	*liznōjanăn
46	l eː d ə r	*leθrą	l eː d ə r ( - - )	leːdər	Leder	13	German				leather	*leθrăn
785	l au x	*laukăz	l au x ( - - )	laux	Lauch	215	German				leek	*laukăz
920	l a s ə n	*lētanăn	l a s ə n ( - - )	lasən	lassen	253	German				let	*lētanăn
1597	l ɛ k ə n	*likkōjanăn	l ɛ k ( - ) - ə n ( - - )	lɛkən	lecken	438	German				lick	*likkōjanăn
1639	l iː t	*liθuz	l iː d ( - - )	liːt	Lid	450	German				lid	*liθuz
837	l ai p	*lībą	l ai b ( - - )	laip	Leib	230	German				life	*lībăn
526	l ɔy x t ə n	*leuxtjanăn	l ɔy x t - ə n ( - - )	lɔyxtən	leuchten	144	German				light	*leuxtjanăn
120	l ai m	*līmą	l ai m ( - - )	laim	Leim	34	German				lime	*līmăn
1725	l ɪ n d ə	*lendō	l ɪ n d ( ə - )	lɪndə	Linde	473	German				linden	*lendō
943	l ai n ə	*līnăn	l ai n ( ə - )	lainə	Leine	259	German				line	*līnăn
1436	l ai s t ə	*līstōn	l ai s t ( ə - )	laistə	Leiste	393	German				list	*līstōn
615	l eː b ə n	*libēnăn	l eː b ə n ( - - )	leːbən	leben	170	German				live	*libēnăn
211	l eː b ə r	*librō	l eː b ə r ( - )	leːbər	Leber	59	German				liver	*librō
902	l eː m	*laimōn	l eː m ( - - )	leːm	Lehm	248	German				loam	*laimōn
256	l ai t	*laiθăz	l ai d ( - - )	lait	Leid	71	German				loath	*laiθăz
858	l ɔ x	*luką	l ɔ x ( - - )	lɔx	Loch	236	German				lock	*lukăn
1148	l ɔ k ə	*lukkăz	l ɔ k ( ə - )	lɔkə	Locke	315	German				lock	*lukkăz
1824	l au s	*lūsz	l au s ( - )	laus	Laus	500	German				louse	*lūsz
890	l ʊ ŋ ə	*lungwą	l ʊ ŋ - ( ə - )	lʊŋə	Lunge	245	German				lung	*lungwăn
1327	l ʊ s t	*lustuz	l ʊ s t ( - - )	lʊst	Lust	364	German				lust	*lustuz
369	l au ɡ ə	*laugō	l au ɡ ə	lauɡə	Lauge	102	German				lye	*laugō
1455	m a x ə n	*makōjanăn	m a x ( - ) - ə n ( - - )	maxən	machen	398	German				make	*makōjanăn
987	m a l ts	*maltăz	m a l ts ( - - )	malt͡s	Malz	271	German				malt	*maltăz
1926	m a n	*marīn	m a ( - - ) n	man	Mann	529	German				man	*marīn
42	m a r k	*markō	m a r k -	mark	Mark	12	German	EXC			march	*markō
1710	m a s t	*mastăz	m a s t ( - - )	mast	Mast	469	German				mast	*mastăz
237	m aː l	*mēlą	m aː l ( - - )	maːl	Mal	66	German				meal	*mēlăn
73	m ai n ə n	*mainjanăn	m ai n - ə n ( - - )	mainən	meinen	21	German				mean	*mainjanăn
647	m iː t ə	*mizdō	m iː - t ( ə )	miːtə	Miete	178	German				meed	*mizdō
1574	m a x t	*maxtiz	m a x t ( - - )	maxt	Macht	432	German				might	*maxtiz
666	m ɪ l x	*melukz	m ɪ l - x ( - )	mɪlx	Milch	183	German				milk	*melukz
758	m oː n aː t	*mēnōθz	m oː n a t ( - )	moːnaːt	Monat	208	German	IRR			month	*mēnōθz
717	m uː t	*mōdăz	m uː t ( - - )	muːt	Mut	197	German				mood	*mōdăz
1618	m ʊ t ə r	*mōdēr	m ʊ t ə r	mʊtər	Mutter	444	German				mother	*mōdēr
1578	n aː ɡ ə l	*naglăz	n aː ɡ ə l ( - - )	naːɡəl	Nagel	433	German				nail	*naglăz
80	n aː m ə	*namōn	n aː m ə ( - )	naːmə	Name	23	German				name	*namōn
627	n aː b ə	*nabō	n aː b ( ə )	naːbə	Nabe	173	German				nave	*nabō
429	n aː b ə l	*nablōn	n aː b ə l ( - - )	naːbəl	Nabel	118	German				navel	*nablōn
1164	n a k ə n	*xnakkăz	- n a k ( ə n )	nakən	Nacken	319	German				neck	*xnakkăz
481	n oː t	*naudiz	n oː t ( - - )	noːt	Not	132	German				need	*naudiz
124	n aː d ə l	*nēθlō	n aː d ə l ( - )	naːdəl	Nadel	35	German				needle	*nēθlō
316	n ɛ s t	*nistą	n ɛ s t ( - - )	nɛst	Nest	88	German				nest	*nistăn
466	n ɛ ts	*natją	n ɛ ts - ( - - )	nɛt͡s	Netz	128	German				net	*natjăn
572	n ɛ s ə l	*natilōn	n ɛ s ə l ( - - )	nɛsəl	Nessel	157	German				nettle	*natilōn
1539	n a x t	*naxtz	n a x t ( - )	naxt	Nacht	422	German				night	*naxtz
128	m aː r	*marōn	( - - - - ) m aː r ( - - )	maːr	Mahr	36	German				nightmare	*marōn
324	n ɔy n	*newun	n ɔy - - n	nɔyn	neun	90	German				nine	*newun
1732	n aː z ə	*nasō	n aː z ə	naːzə	Nase	475	German				nose	*nasō
602	ai n	*end	- ai n ( - )	ain	ein	166	German				one	*end
1010	oː f ə n	*ufnăz	oː f ə n ( - - )	oːfən	Ofen	277	German				oven	*ufnăz
684	ɔ k s ə	*uxsōn	ɔ k s ə ( - )	ɔksə	Ochse	188	German				ox	*uxsōn
1068	r eː ɡ ə n	*regnăn	r eː ɡ ə n ( - - )	reːɡən	Regen	293	German				rain	*regnăn
875	r eː ɡ ə n b oː ɡ ə n	*regna-bugōn	r eː ɡ ə ( n - b oː ɡ ə n )	reːɡənboːɡən	Regenbogen	241	German	DUP			rainbow	*regna-bugōn
183	r aː b ə	*xrabnăz	- r aː b ə - ( - - )	raːbə	Rabe	52	German				raven	*xrabnăz
1646	r aː t ə n	*rēdanăn	r aː t ə n ( - - )	raːtən	raten	452	German				read	*rēdanăn
706	r au x	*raukiz	r au x ( - - )	raux	Rauch	194	German				reek	*raukiz
559	r a s t	*rastō	r a s t ( - )	rast	Rast	153	German				rest	*rastō
165	r ai t ə n	*rīdanăn	r ai t ə n ( - - )	raitən	reiten	47	German				ride	*rīdanăn
1549	r ɪ n d ə	*rendō	r ɪ n d ə	rɪndə	Rinde	425	German				rind	*rendō
1383	r ʊ k	*rukkiz	r ʊ k ( - - )	rʊk	Ruck	379	German				rock	*rukkiz
1736	r eː	*raixōn	r eː ( - - - )	reː	Reh	476	German				roe	*raixōn
1095	r uː t ə	*rōdō	r uː t ə	ruːtə	Rute	300	German				rood	*rōdō
497	r au m	*rūmą	r au m ( - - )	raum	Raum	136	German				room	*rūmăn
1304	r ai f	*raipą	r ai f ( - - )	raif	Reif	358	German				rope	*raipăn
1670	r uː d ə r	*rōθrăz	r uː d ə r ( - - )	ruːdər	Ruder	458	German				rudder	*rōθrăz
965	r ɪ n ə n	*rennanăn	r ɪ n ə n ( - - )	rɪnən	rinnen	265	German				run	*rennanăn
735	r ɔ s t	*rustō	r ɔ s t ( - )	rɔst	Rost	202	German				rust	*rustō
1462	r ɔ ɡ ə n	*rugiz	r ɔ ɡ ə ( n )	rɔɡən	Roggen	400	German				rye	*rugiz
939	z eː ɡ ə l	*seglą	z eː ɡ ə l ( - - )	zeːɡəl	Segel	258	German				sail	*seglăn
136	z a x ə	*sakō	z a x ə	zaxə	Sache	38	German				sake	*sakō
1213	z a l ts	*saltą	z a l ts ( - - )	zalt͡s	Salz	333	German				salt	*saltăn
332	z a l b ə	*salbō	z a l b ə	zalbə	Salbe	92	German				salve	*salbō
975	z a f t	*sapōn	z a f ( - - t )	zaft	Saft	268	German				sap	*sapōn
1488	z eː	*sai	z eː	zeː	See	408	German				sea	*sai
512	z au m	*saumăz	z au m ( - - )	zaum	Saum	140	German				seam	*saumăz
105	z uː x ə n	*sōkjanăn	z uː x - ə n ( - - )	zuːxən	suchen	30	German				seek	*sōkjanăn
1379	z ɛ n d ə n	*sandjanăn	z ɛ n d - ə n ( - - )	zɛndən	senden	378	German				send	*sandjanăn
1817	z ɛ ts ə n	*satjanăn	z ɛ ts - ə n ( - - )	zɛt͡sən	setzen	498	German				set	*satjanăn
175	z iː b ə n	*sebun	z iː b ə n	ziːbən	sieben	50	German				seven	*sebun
1859	ʃ a f t	*skaftą	ʃ - a f t ( - - )	ʃaft	Schaft	510	German				shaft	*skaftăn
1080	ʃ aː m	*skamō	ʃ - aː m ( - )	ʃaːm	Scham	296	German				shame	*skamō
1425	ʃ eː r ə n	*skeranăn	ʃ - eː r ə n ( - - )	ʃeːrən	scheren	390	German				shear	*skeranăn
1115	ʃ ai d ə	*skaiθiz	ʃ - ai d ə ( - )	ʃaidə	Scheide	306	German				sheath	*skaiθiz
1369	ʃ aː f	*skēpą	ʃ - aː f ( - - )	ʃaːf	Schaf	375	German				sheep	*skēpăn
308	ʃ ɪ l t	*skelduz	ʃ - ɪ l t ( - - )	ʃɪlt	Schild	86	German	BOR			shield	*skelduz
962	ʃ ɪ l ɪ ŋ	*skellin)ăz	ʃ - ɪ l ɪ ŋ - ( - - )	ʃɪlɪŋ	Schilling	264	German				shilling	*skellin)ăz
1399	ʃ ai n ə n	*skīnanăn	ʃ - ai n ə n ( - - )	ʃainən	scheinen	383	German				shine	*skīnanăn
589	ʃ ʊ l t ə r	*skuldrō	ʃ - ʊ l t ə r ( - )	ʃʊltər	Schulter	162	German				shoulder	*skuldrō
1440	ʃ iː b ə n	*skeubanăn	ʃ - iː b ə n ( - - )	ʃiːbən	schieben	394	German				shove	*skeubanăn
721	ʃ au f ə l	*skūflō	ʃ - au f ə l ( - )	ʃaufəl	Schaufel	198	German				shovel	*skūflō
1285	ʃ au ə n	*skawōjanăn	ʃ - au - - - ə n ( - - )	ʃauən	schauen	353	German				show	*skawōjanăn
1193	ʃ au ə r	*skūrō	ʃ - au ə r ( - )	ʃauər	Schauer	327	German				shower	*skūrō
230	z ai t ə	*sīdōn	z ai t ə ( - )	zaitə	Seite	64	German				side	*sīdōn
1748	z iː p	*sibăz	z iː b ( - - )	ziːp	Sieb	479	German				sieve	*sibăz
1567	z ɪ ŋ ə n	*sengwanăn	z ɪ ŋ - ə n ( - - )	zɪŋən	singen	430	German				sing	*sengwanăn
1607	z ɛ ŋ ə n	*sangjanăn	z ɛ ŋ - - ə n ( - - )	zɛŋən	sengen	441	German				singe	*sangjanăn
1053	ʃ v ɛ s t ə r	*swestēr	ʃ v ɛ s t ə r	ʃvɛstər	Schwester	289	German				sister	*swestēr
1189	z ɪ ts ə n	*setjanăn	z ɪ ts - ə n ( - - )	zɪt͡sən	sitzen	326	German				sit	*setjanăn
1160	z ɛ k s	*sexs	z ɛ k s	zɛks	sechs	318	German				six	*sexs
1144	ʃ l aː ɡ ə n	*slaxanăn	ʃ l aː ɡ ə n ( - - )	ʃlaːɡən	schlagen	314	German				slay	*slaxanăn
1666	ʃ l aː f ə n	*slēpanăn	ʃ l aː f ə n ( - - )	ʃlaːfən	schlafen	457	German				sleep	*slēpanăn
1910	ʃ l ai m	*slīmą	ʃ l ai m ( - - )	ʃlaim	Schleim	524	German				slime	*slīmăn
1813	ʃ m iː r ə n	*smerwjanăn	ʃ m iː r - - ə n ( - - )	ʃmiːrən	schmieren	497	German				smear	*smerwjanăn
1057	ʃ n eː	*snaigwăz	ʃ n eː ( - - - )	ʃneː	Schnee	290	German				snow	*snaigwăz
1098	z ɔ r ɡ ə	*surgō	z ɔ r ɡ ə	zɔrɡə	Sorge	301	German				sorrow	*surgō
1323	z eː l ə	*saiwălō	z eː - - l ə	zeːlə	Seele	363	German				soul	*saiwălō
1357	ʃ p a n ə n	*spannanăn	ʃ p a n ə n ( - - )	ʃpanən	spannen	372	German				span	*spannanăn
569	ʃ p a n ə	*spannō	ʃ p a n ( ə )	ʃpanə	Spanne	156	German				span	*spannō
1230	ʃ p a r ə n	*sparrōn	ʃ p a r ə n	ʃparən	Sparren	338	German				spar	*sparrōn
833	ʃ p aː r ə n	*sparēnăn	ʃ p aː r ə n ( - - )	ʃpaːrən	sparen	229	German				spare	*sparēnăn
365	ʃ p eː r	*speru	ʃ p eː r ( - )	ʃpeːr	Speer	101	German				spear	*speru
301	ʃ p ɪ n ə n	*spennanăn	ʃ p ɪ n ə n ( - - )	ʃpɪnən	spinnen	84	German				spin	*spennanăn
179	ʃ p ɪ n d ə l	*spennilō	ʃ p ɪ n d ə l ( - )	ʃpɪndəl	Spindel	51	German				spindle	*spennilō
415	ʃ p aː n	*spēnuz	ʃ p aː n ( - - )	ʃpaːn	Span	114	German				spoon	*spēnuz
1502	ʃ p r ai t ə n	*spraidjanăn	ʃ p r ai t - ə n ( - - )	ʃpraitən	spreiten	412	German				spread	*spraidjanăn
69	ʃ p ɔ r n	*spurăn	ʃ p ɔ r ( - n )	ʃpɔrn	Sporn	20	German				spur	*spurăn
1403	ʃ t aː p	*stabiz	ʃ t aː b ( - - )	ʃtaːp	Stab	384	German				staff	*stabiz
28	ʃ t ɛ r ts	*stertăz	ʃ t ɛ r ts ( - - )	ʃtɛrt͡s	Sterz	8	German				start	*stertăz
320	ʃ t ɛ r b ə n	*sterbanăn	ʃ t ɛ r b ə n - -	ʃtɛrbən	sterben	89	German				starve	*sterbanăn
458	ʃ t eː l ə n	*stelanăn	ʃ t eː l ə n ( - - )	ʃteːlən	stehlen	126	German				steal	*stelanăn
1625	ʃ t a m	*stamnăz	ʃ t a m ( - - - )	ʃtam	Stamm	446	German				stem	*stamnăz
1395	ʃ t ɪ l ə n	*stelljanăn	ʃ t ɪ l - ə n ( - - )	ʃtɪlən	stillen	382	German				still	*stelljanăn
447	ʃ t ɛ l ts ə	*steltjōn	ʃ t ɛ l ts - ə ( - )	ʃtɛlt͡sə	Stelze	123	German				stilt	*steltjōn
1900	ʃ t ɔ k	*stukkăz	ʃ t ɔ k ( - - )	ʃtɔk	Stock	521	German				stock	*stukkăz
