occurrence_id	disposition	emission_id	index_command	exclusion_reason	language	variety	form	display	sort_key	form_role	source_scope	source_ref
Germanic/docs/lexeme_reports/model_entries/2250-thistle-þistles.model.md:50:1	emit	Germanic/docs/lexeme_reports/model_entries/2250-thistle-þistles.model.md:50:1	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!thestilaz@\iventry{*θéstilaz}{}}		pgmc		*θéstilaz	*θéstilaz	thestilaz	source_protoform	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2250-thistle-þistles.model.md:50
Germanic/docs/lexeme_reports/model_entries/2250-thistle-þistles.model.md:50:2	suppress			regular_output_default_exclusion	oe		þistl	þistl	thistl	regular_output	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2250-thistle-þistles.model.md:50
Germanic/docs/lexeme_reports/model_entries/2250-thistle-þistles.model.md:50:3	emit	Germanic/docs/lexeme_reports/model_entries/2250-thistle-þistles.model.md:50:3	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!thistel@\iventry{þistel}{}}		oe		þistel	þistel	thistel	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2250-thistle-þistles.model.md:50
Germanic/docs/lexeme_reports/model_entries/2250-thistle-þistles.model.md:51:1	emit	Germanic/docs/lexeme_reports/model_entries/2250-thistle-þistles.model.md:51:1	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!thistilas@\iventry{*θístilas}{}}		pgmc		*θístilas	*θístilas	thistilas	selected_input	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2250-thistle-þistles.model.md:51
Germanic/docs/lexeme_reports/model_entries/2250-thistle-þistles.model.md:51:2	suppress			regular_output_default_exclusion	oe		þistles	þistles	thistles	regular_output	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2250-thistle-þistles.model.md:51
Germanic/docs/lexeme_reports/model_entries/2250-thistle-þistles.model.md:51:3	emit	Germanic/docs/lexeme_reports/model_entries/2250-thistle-þistles.model.md:51:3	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!thistles@\iventry{þistles}{}}		oe		þistles	þistles	thistles	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2250-thistle-þistles.model.md:51
Germanic/docs/lexeme_reports/model_entries/2309-make-(iptv.2sg)-maca.model.md:22:1	emit	Germanic/docs/lexeme_reports/model_entries/2309-make-(iptv.2sg)-maca.model.md:22:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!macian@\iventry{macian}{}}		oe		macian	macian	macian	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2309-make-(iptv.2sg)-maca.model.md:22
Germanic/docs/lexeme_reports/model_entries/2309-make-(iptv.2sg)-maca.model.md:24:1	emit	Germanic/docs/lexeme_reports/model_entries/2309-make-(iptv.2sg)-maca.model.md:24:1	\index[iv]{10ofris@\ivlangheader{Old Frisian}{}!makia@\iventry{makia}{}}		ofris		makia	makia	makia	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2309-make-(iptv.2sg)-maca.model.md:24
Germanic/docs/lexeme_reports/model_entries/2309-make-(iptv.2sg)-maca.model.md:24:2	emit	Germanic/docs/lexeme_reports/model_entries/2309-make-(iptv.2sg)-maca.model.md:24:2	\index[iv]{12os@\ivlangheader{Old Saxon}{}!makon@\iventry{makon}{}}		os		makon	makon	makon	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2309-make-(iptv.2sg)-maca.model.md:24
Germanic/docs/lexeme_reports/model_entries/2309-make-(iptv.2sg)-maca.model.md:25:1	emit	Germanic/docs/lexeme_reports/model_entries/2309-make-(iptv.2sg)-maca.model.md:25:1	\index[iv]{09ohg@\ivlangheader{Old High German}{}!mahhon@\iventry{mahhon}{}}		ohg		mahhon	mahhon	mahhon	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2309-make-(iptv.2sg)-maca.model.md:25
Germanic/docs/lexeme_reports/model_entries/2309-make-(iptv.2sg)-maca.model.md:27:1	emit	Germanic/docs/lexeme_reports/model_entries/2309-make-(iptv.2sg)-maca.model.md:27:1	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!mako@\iventry{*mákô}{}}		pgmc		mákô	*mákô	mako	selected_input	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2309-make-(iptv.2sg)-maca.model.md:27
Germanic/docs/lexeme_reports/model_entries/2309-make-(iptv.2sg)-maca.model.md:34:1	emit	Germanic/docs/lexeme_reports/model_entries/2309-make-(iptv.2sg)-maca.model.md:34:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!macian@\iventry{macian}{}}		oe		macian	macian	macian	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2309-make-(iptv.2sg)-maca.model.md:34
Germanic/docs/lexeme_reports/model_entries/2309-make-(iptv.2sg)-maca.model.md:35:1	emit	Germanic/docs/lexeme_reports/model_entries/2309-make-(iptv.2sg)-maca.model.md:35:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!maca@\iventry{maca}{}}		oe		maca	maca	maca	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2309-make-(iptv.2sg)-maca.model.md:35
Germanic/docs/lexeme_reports/model_entries/2309-make-(iptv.2sg)-maca.model.md:36:1	emit	Germanic/docs/lexeme_reports/model_entries/2309-make-(iptv.2sg)-maca.model.md:36:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!macian@\iventry{macian}{}}		oe		macian	macian	macian	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2309-make-(iptv.2sg)-maca.model.md:36
Germanic/docs/lexeme_reports/model_entries/2309-make-(iptv.2sg)-maca.model.md:36:2	emit	Germanic/docs/lexeme_reports/model_entries/2309-make-(iptv.2sg)-maca.model.md:36:2	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!macath@\iventry{macaþ}{}}		oe		macaþ	macaþ	macath	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2309-make-(iptv.2sg)-maca.model.md:36
Germanic/docs/lexeme_reports/model_entries/2309-make-(iptv.2sg)-maca.model.md:60:1	emit	Germanic/docs/lexeme_reports/model_entries/2309-make-(iptv.2sg)-maca.model.md:60:1	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!makojana@\iventry{*mákōjaną}{}}		pgmc		*mákōjaną	*mákōjaną	makojana	source_protoform	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2309-make-(iptv.2sg)-maca.model.md:60
Germanic/docs/lexeme_reports/model_entries/2309-make-(iptv.2sg)-maca.model.md:60:2	emit	Germanic/docs/lexeme_reports/model_entries/2309-make-(iptv.2sg)-maca.model.md:60:2	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!macian@\iventry{macian}{}}		oe		macian	macian	macian	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2309-make-(iptv.2sg)-maca.model.md:60
Germanic/docs/lexeme_reports/model_entries/2309-make-(iptv.2sg)-maca.model.md:60:3	emit	Germanic/docs/lexeme_reports/model_entries/2309-make-(iptv.2sg)-maca.model.md:60:3	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!macian@\iventry{macian}{}}		oe		macian	macian	macian	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2309-make-(iptv.2sg)-maca.model.md:60
Germanic/docs/lexeme_reports/model_entries/2309-make-(iptv.2sg)-maca.model.md:61:1	emit	Germanic/docs/lexeme_reports/model_entries/2309-make-(iptv.2sg)-maca.model.md:61:1	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!mako@\iventry{*mákô}{}}		pgmc		*mákô	*mákô	mako	selected_input	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2309-make-(iptv.2sg)-maca.model.md:61
Germanic/docs/lexeme_reports/model_entries/2309-make-(iptv.2sg)-maca.model.md:61:2	suppress			regular_output_default_exclusion	oe		maca	maca	maca	regular_output	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2309-make-(iptv.2sg)-maca.model.md:61
Germanic/docs/lexeme_reports/model_entries/2309-make-(iptv.2sg)-maca.model.md:61:3	emit	Germanic/docs/lexeme_reports/model_entries/2309-make-(iptv.2sg)-maca.model.md:61:3	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!maca@\iventry{maca}{}}		oe		maca	maca	maca	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2309-make-(iptv.2sg)-maca.model.md:61
Germanic/docs/lexeme_reports/model_entries/2309-make-(iptv.2sg)-maca.model.md:62:1	emit	Germanic/docs/lexeme_reports/model_entries/2309-make-(iptv.2sg)-maca.model.md:62:1	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!makothi@\iventry{*mákōθi}{}}		pgmc		*mákōθi	*mákōθi	makothi	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2309-make-(iptv.2sg)-maca.model.md:62
Germanic/docs/lexeme_reports/model_entries/2309-make-(iptv.2sg)-maca.model.md:62:2	emit	Germanic/docs/lexeme_reports/model_entries/2309-make-(iptv.2sg)-maca.model.md:62:2	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!macath@\iventry{macaþ}{}}		oe		macaþ	macaþ	macath	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2309-make-(iptv.2sg)-maca.model.md:62
Germanic/docs/lexeme_reports/model_entries/2309-make-(iptv.2sg)-maca.model.md:62:3	emit	Germanic/docs/lexeme_reports/model_entries/2309-make-(iptv.2sg)-maca.model.md:62:3	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!macath@\iventry{macaþ}{}}		oe		macaþ	macaþ	macath	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2309-make-(iptv.2sg)-maca.model.md:62
Germanic/docs/lexeme_reports/model_entries/2310-make-(3sg)-macaþ.model.md:22:1	emit	Germanic/docs/lexeme_reports/model_entries/2310-make-(3sg)-macaþ.model.md:22:1	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!makojan@\iventry{*makōjan-}{}}		pgmc		*makōjan-	*makōjan-	makojan	source_protoform	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2310-make-(3sg)-macaþ.model.md:22
Germanic/docs/lexeme_reports/model_entries/2310-make-(3sg)-macaþ.model.md:24:1	emit	Germanic/docs/lexeme_reports/model_entries/2310-make-(3sg)-macaþ.model.md:24:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!macian@\iventry{macian}{}}		oe		macian	macian	macian	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2310-make-(3sg)-macaþ.model.md:24
Germanic/docs/lexeme_reports/model_entries/2310-make-(3sg)-macaþ.model.md:28:1	emit	Germanic/docs/lexeme_reports/model_entries/2310-make-(3sg)-macaþ.model.md:28:1	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!makothi@\iventry{*mákōθi}{}}		pgmc		mákōθi	*mákōθi	makothi	selected_input	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2310-make-(3sg)-macaþ.model.md:28
Germanic/docs/lexeme_reports/model_entries/2310-make-(3sg)-macaþ.model.md:33:1	emit	Germanic/docs/lexeme_reports/model_entries/2310-make-(3sg)-macaþ.model.md:33:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!macian@\iventry{macian}{}}		oe		macian	macian	macian	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2310-make-(3sg)-macaþ.model.md:33
Germanic/docs/lexeme_reports/model_entries/2310-make-(3sg)-macaþ.model.md:34:1	emit	Germanic/docs/lexeme_reports/model_entries/2310-make-(3sg)-macaþ.model.md:34:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!macath@\iventry{macaþ}{}}		oe		macaþ	macaþ	macath	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2310-make-(3sg)-macaþ.model.md:34
Germanic/docs/lexeme_reports/model_entries/2310-make-(3sg)-macaþ.model.md:36:1	emit	Germanic/docs/lexeme_reports/model_entries/2310-make-(3sg)-macaþ.model.md:36:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!maca@\iventry{maca}{}}		oe		maca	maca	maca	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2310-make-(3sg)-macaþ.model.md:36
Germanic/docs/lexeme_reports/model_entries/2310-make-(3sg)-macaþ.model.md:40:1	emit	Germanic/docs/lexeme_reports/model_entries/2310-make-(3sg)-macaþ.model.md:40:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!macath@\iventry{Macaþ}{}}		oe		Macaþ	Macaþ	macath	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2310-make-(3sg)-macaþ.model.md:40
Germanic/docs/lexeme_reports/model_entries/2310-make-(3sg)-macaþ.model.md:47:1	emit	Germanic/docs/lexeme_reports/model_entries/2310-make-(3sg)-macaþ.model.md:47:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!macian@\iventry{macian}{}}		oe		macian	macian	macian	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2310-make-(3sg)-macaþ.model.md:47
Germanic/docs/lexeme_reports/model_entries/2310-make-(3sg)-macaþ.model.md:62:1	emit	Germanic/docs/lexeme_reports/model_entries/2310-make-(3sg)-macaþ.model.md:62:1	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!makojana@\iventry{*makōjaną}{}}		pgmc		*makōjaną	*makōjaną	makojana	source_protoform	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2310-make-(3sg)-macaþ.model.md:62
Germanic/docs/lexeme_reports/model_entries/2310-make-(3sg)-macaþ.model.md:62:2	emit	Germanic/docs/lexeme_reports/model_entries/2310-make-(3sg)-macaþ.model.md:62:2	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!macian@\iventry{macian}{}}		oe		macian	macian	macian	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2310-make-(3sg)-macaþ.model.md:62
Germanic/docs/lexeme_reports/model_entries/2310-make-(3sg)-macaþ.model.md:62:3	emit	Germanic/docs/lexeme_reports/model_entries/2310-make-(3sg)-macaþ.model.md:62:3	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!macian@\iventry{macian}{}}		oe		macian	macian	macian	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2310-make-(3sg)-macaþ.model.md:62
Germanic/docs/lexeme_reports/model_entries/2310-make-(3sg)-macaþ.model.md:63:1	emit	Germanic/docs/lexeme_reports/model_entries/2310-make-(3sg)-macaþ.model.md:63:1	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!makothi@\iventry{*mákōθi}{}}		pgmc		*mákōθi	*mákōθi	makothi	selected_input	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2310-make-(3sg)-macaþ.model.md:63
Germanic/docs/lexeme_reports/model_entries/2310-make-(3sg)-macaþ.model.md:63:2	suppress			regular_output_default_exclusion	oe		macaþ	macaþ	macath	regular_output	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2310-make-(3sg)-macaþ.model.md:63
Germanic/docs/lexeme_reports/model_entries/2310-make-(3sg)-macaþ.model.md:63:3	emit	Germanic/docs/lexeme_reports/model_entries/2310-make-(3sg)-macaþ.model.md:63:3	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!macath@\iventry{macaþ}{}}		oe		macaþ	macaþ	macath	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2310-make-(3sg)-macaþ.model.md:63
Germanic/docs/lexeme_reports/model_entries/2310-make-(3sg)-macaþ.model.md:64:1	emit	Germanic/docs/lexeme_reports/model_entries/2310-make-(3sg)-macaþ.model.md:64:1	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!mako@\iventry{*mákô}{}}		pgmc		*mákô	*mákô	mako	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2310-make-(3sg)-macaþ.model.md:64
Germanic/docs/lexeme_reports/model_entries/2310-make-(3sg)-macaþ.model.md:64:2	emit	Germanic/docs/lexeme_reports/model_entries/2310-make-(3sg)-macaþ.model.md:64:2	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!maca@\iventry{maca}{}}		oe		maca	maca	maca	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2310-make-(3sg)-macaþ.model.md:64
Germanic/docs/lexeme_reports/model_entries/2310-make-(3sg)-macaþ.model.md:64:3	emit	Germanic/docs/lexeme_reports/model_entries/2310-make-(3sg)-macaþ.model.md:64:3	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!maca@\iventry{maca}{}}		oe		maca	maca	maca	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2310-make-(3sg)-macaþ.model.md:64
Germanic/docs/lexeme_reports/model_entries/2311-bore-(iptv.2sg)-bora.model.md:22:1	emit	Germanic/docs/lexeme_reports/model_entries/2311-bore-(iptv.2sg)-bora.model.md:22:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!borian@\iventry{borian}{}}		oe		borian	borian	borian	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2311-bore-(iptv.2sg)-bora.model.md:22
Germanic/docs/lexeme_reports/model_entries/2311-bore-(iptv.2sg)-bora.model.md:31:1	emit	Germanic/docs/lexeme_reports/model_entries/2311-bore-(iptv.2sg)-bora.model.md:31:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!borian@\iventry{borian}{}}		oe		borian	borian	borian	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2311-bore-(iptv.2sg)-bora.model.md:31
Germanic/docs/lexeme_reports/model_entries/2311-bore-(iptv.2sg)-bora.model.md:57:1	emit	Germanic/docs/lexeme_reports/model_entries/2311-bore-(iptv.2sg)-bora.model.md:57:1	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!burojana@\iventry{*burōjaną}{}}		pgmc		*burōjaną	*burōjaną	burojana	source_protoform	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2311-bore-(iptv.2sg)-bora.model.md:57
Germanic/docs/lexeme_reports/model_entries/2311-bore-(iptv.2sg)-bora.model.md:57:2	emit	Germanic/docs/lexeme_reports/model_entries/2311-bore-(iptv.2sg)-bora.model.md:57:2	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!borian@\iventry{borian}{}}		oe		borian	borian	borian	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2311-bore-(iptv.2sg)-bora.model.md:57
Germanic/docs/lexeme_reports/model_entries/2311-bore-(iptv.2sg)-bora.model.md:57:3	emit	Germanic/docs/lexeme_reports/model_entries/2311-bore-(iptv.2sg)-bora.model.md:57:3	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!borian@\iventry{borian}{}}		oe		borian	borian	borian	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2311-bore-(iptv.2sg)-bora.model.md:57
Germanic/docs/lexeme_reports/model_entries/2311-bore-(iptv.2sg)-bora.model.md:58:1	emit	Germanic/docs/lexeme_reports/model_entries/2311-bore-(iptv.2sg)-bora.model.md:58:1	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!buro@\iventry{*búrô}{}}		pgmc		*búrô	*búrô	buro	selected_input	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2311-bore-(iptv.2sg)-bora.model.md:58
Germanic/docs/lexeme_reports/model_entries/2311-bore-(iptv.2sg)-bora.model.md:58:2	suppress			regular_output_default_exclusion	oe		bora	bora	bora	regular_output	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2311-bore-(iptv.2sg)-bora.model.md:58
Germanic/docs/lexeme_reports/model_entries/2311-bore-(iptv.2sg)-bora.model.md:58:3	emit	Germanic/docs/lexeme_reports/model_entries/2311-bore-(iptv.2sg)-bora.model.md:58:3	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!bora@\iventry{bora}{}}		oe		bora	bora	bora	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2311-bore-(iptv.2sg)-bora.model.md:58
Germanic/docs/lexeme_reports/model_entries/2311-bore-(iptv.2sg)-bora.model.md:59:1	emit	Germanic/docs/lexeme_reports/model_entries/2311-bore-(iptv.2sg)-bora.model.md:59:1	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!burothi@\iventry{*búrōθi}{}}		pgmc		*búrōθi	*búrōθi	burothi	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2311-bore-(iptv.2sg)-bora.model.md:59
Germanic/docs/lexeme_reports/model_entries/2311-bore-(iptv.2sg)-bora.model.md:59:2	emit	Germanic/docs/lexeme_reports/model_entries/2311-bore-(iptv.2sg)-bora.model.md:59:2	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!borath@\iventry{boraþ}{}}		oe		boraþ	boraþ	borath	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2311-bore-(iptv.2sg)-bora.model.md:59
Germanic/docs/lexeme_reports/model_entries/2311-bore-(iptv.2sg)-bora.model.md:59:3	emit	Germanic/docs/lexeme_reports/model_entries/2311-bore-(iptv.2sg)-bora.model.md:59:3	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!borath@\iventry{boraþ}{}}		oe		boraþ	boraþ	borath	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2311-bore-(iptv.2sg)-bora.model.md:59
Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md:22:1	emit	Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md:22:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!borian@\iventry{borian}{}}		oe		borian	borian	borian	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md:22
Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md:31:1	emit	Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md:31:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!borian@\iventry{borian}{}}		oe		borian	borian	borian	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md:31
Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md:32:1	emit	Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md:32:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!borath@\iventry{boraþ}{}}		oe		boraþ	boraþ	borath	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md:32
Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md:37:1	emit	Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md:37:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!borath@\iventry{boraþ}{}}		oe		boraþ	boraþ	borath	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md:37
Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md:43:1	emit	Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md:43:1	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!borath@\iventry{Boraþ}{}}		oe		Boraþ	Boraþ	borath	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md:43
Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md:57:1	emit	Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md:57:1	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!burojana@\iventry{*burōjaną}{}}		pgmc		*burōjaną	*burōjaną	burojana	source_protoform	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md:57
Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md:57:2	emit	Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md:57:2	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!borian@\iventry{borian}{}}		oe		borian	borian	borian	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md:57
Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md:57:3	emit	Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md:57:3	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!borian@\iventry{borian}{}}		oe		borian	borian	borian	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md:57
Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md:58:1	emit	Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md:58:1	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!burothi@\iventry{*búrōθi}{}}		pgmc		*búrōθi	*búrōθi	burothi	selected_input	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md:58
Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md:58:2	suppress			regular_output_default_exclusion	oe		boraþ	boraþ	borath	regular_output	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md:58
Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md:58:3	emit	Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md:58:3	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!borath@\iventry{boraþ}{}}		oe		boraþ	boraþ	borath	target_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md:58
Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md:59:1	emit	Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md:59:1	\index[iv]{03pgmc@\ivlangheader{Proto-Germanic}{}!buro@\iventry{*búrô}{}}		pgmc		*búrô	*búrô	buro	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md:59
Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md:59:2	emit	Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md:59:2	\index[iv]{02oe@\ivlangheader{Old English}{West Saxon normalization unmarked}!bora@\iventry{bora}{}}		oe		bora	bora	bora	comparison_form	explicit_tag	Germanic/docs/lexeme_reports/model_entries/2312-bore-(3sg)-boraþ.model.md:59
