form	source_path	source_ref	heading	category	sort_key	context	note
streowian	Germanic/docs/lexeme_reports/model_entries/2227-strew-strīeġan.model.md	Germanic/docs/lexeme_reports/model_entries/2227-strew-strīeġan.model.md:36	### Old English evidence	likely_oe	streowian	attested West Saxon citation forms are **`strewian`**, **`streowian`**, and	
strewian	Germanic/docs/lexeme_reports/model_entries/2227-strew-strīeġan.model.md	Germanic/docs/lexeme_reports/model_entries/2227-strew-strīeġan.model.md:36	### Old English evidence	likely_oe	strewian	attested West Saxon citation forms are **`strewian`**, **`streowian`**, and	
strēzan	Germanic/docs/lexeme_reports/model_entries/2227-strew-strīeġan.model.md	Germanic/docs/lexeme_reports/model_entries/2227-strew-strīeġan.model.md:28	### Reconstruction and comparative evidence	likely_oe	strezan	same set as `*hauwja-` and `*kauwjan`, yielding Anglian `strēzan` beside West	
*striegan	Germanic/docs/lexeme_reports/model_entries/2227-strew-strīeġan.model.md	Germanic/docs/lexeme_reports/model_entries/2227-strew-strīeġan.model.md:30	### Reconstruction and comparative evidence	likely_pgmc	striegan	an early West Saxon **`*striegan`** directly from Proto-Germanic `*straujana`	
*strīeġan	Germanic/docs/lexeme_reports/model_entries/2227-strew-strīeġan.model.md	Germanic/docs/lexeme_reports/model_entries/2227-strew-strīeġan.model.md:40	### Old English evidence	likely_oe	striegan	The target **`*strīeġan`** is therefore a **reconstructed Old English form**, not	
*strīeġan	Germanic/docs/lexeme_reports/model_entries/2227-strew-strīeġan.model.md	Germanic/docs/lexeme_reports/model_entries/2227-strew-strīeġan.model.md:50	### Development to Old English	likely_pgmc	striegan	diphthong, written here as **`ġ`**. The resulting form is **`*strīeġan`**.	
*strīeġan	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md:2625	## SC081. Strengthening of \emph{*j} after front diphthongs (`OEJStrengtheningAfterFrontDiphthong`) {#rule-OEJStrengtheningAfterFrontDiphthong}	likely_pgmc	striegan	Its chronology is explicit on both sides. If the rule is moved before [SC055 OEIUmlaut](#rule-OEIUmlaut), PGmc \emph{*stráwjaną} yields *strēaġan* rather than e	
*strīeġan	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md:2641	## SC082. Intervocalic vocalization of \emph{*j} (`OEIntervocalicJVocalization`) {#rule-OEIntervocalicJVocalization}	likely_pgmc	striegan	Its chronology is concrete on both sides. If the rule is moved before [SC081 OEJStrengtheningAfterFrontDiphthong](#rule-OEJStrengtheningAfterFrontDiphthong), PG	
*sumaraz	Germanic/docs/lexeme_reports/model_entries/2230-summer-sumer.model.md	Germanic/docs/lexeme_reports/model_entries/2230-summer-sumer.model.md:21	### Reconstruction and comparative evidence	likely_pgmc	sumaraz	Kroonen gives the lexeme as `*sumara-`, and Ringe and Taylor likewise use `*sumaraz`, while Orel preserves an alternate `*sumeraz` [@Kroonen2013; @RingeTaylor20	
*sumeraz	Germanic/docs/lexeme_reports/model_entries/2230-summer-sumer.model.md	Germanic/docs/lexeme_reports/model_entries/2230-summer-sumer.model.md:21	### Reconstruction and comparative evidence	likely_pgmc	sumeraz	Kroonen gives the lexeme as `*sumara-`, and Ringe and Taylor likewise use `*sumaraz`, while Orel preserves an alternate `*sumeraz` [@Kroonen2013; @RingeTaylor20	
sumeres	Germanic/docs/lexeme_reports/model_entries/2230-summer-sumer.model.md	Germanic/docs/lexeme_reports/model_entries/2230-summer-sumer.model.md:25	### Old English evidence	likely_oe	sumeres	Clark Hall gives `sumor m., gs. sumeres, ds. sumera, sumere`, and Bright likewise lists `sumor (sumer)` with genitive `sumeres` [@ClarkHall1960; @BrightCassidyR	
sumor	Germanic/docs/lexeme_reports/model_entries/2230-summer-sumer.model.md	Germanic/docs/lexeme_reports/model_entries/2230-summer-sumer.model.md:25	### Old English evidence	likely_oe	sumor	Clark Hall gives `sumor m., gs. sumeres, ds. sumera, sumere`, and Bright likewise lists `sumor (sumer)` with genitive `sumeres` [@ClarkHall1960; @BrightCassidyR	
sumor	Germanic/docs/lexeme_reports/model_entries/2230-summer-sumer.model.md	Germanic/docs/lexeme_reports/model_entries/2230-summer-sumer.model.md:29	### Development to Old English	likely_oe	sumor	From `*súmaraz`, loss of final `-az` is followed by fronting and merger in the unstressed second syllable, yielding `sumer`. The selected form is the regularize	
sumor	Germanic/docs/lexeme_reports/model_entries/2230-summer-sumer.model.md	Germanic/docs/lexeme_reports/model_entries/2230-summer-sumer.model.md:33	### Form note	likely_oe	sumor	The entry does not deny `sumor`. It represents `sumer` as the regular outcome chosen here, while `sumor` remains a common headword spelling and `sumeres/sumere`	
sundor	Germanic/docs/lexeme_reports/model_entries/2232-sunder-sundrian.model.md	Germanic/docs/lexeme_reports/model_entries/2232-sunder-sundrian.model.md:25	### Old English evidence	likely_oe	sundor	Clark Hall and Bosworth-Toller keep `sundrian` and `syndrian` separate from adverbial `sundor`, and both preserve the prefixed verbal family `ā-sundrian` [@Clar	
sundor	Germanic/docs/lexeme_reports/model_entries/2232-sunder-sundrian.model.md	Germanic/docs/lexeme_reports/model_entries/2232-sunder-sundrian.model.md:33	### Form note	likely_false_positive	sundor	The earlier confusion was lexical, not phonological: `sundor` is the separate adverb, and `syndrian` is a related but different verb. The verb treated here is t	
swalewan	Germanic/docs/lexeme_reports/model_entries/2234-swallow-swealwe.model.md	Germanic/docs/lexeme_reports/model_entries/2234-swallow-swealwe.model.md:25	### Old English evidence	likely_oe	swalewan	Clark Hall records `swealwe (a, o)` as the noun headword [@ClarkHall1960]. Campbell and Brunner also preserve later or oblique-family forms such as `swaluwe`, `	
swalewan	Germanic/docs/lexeme_reports/model_entries/2234-swallow-swealwe.model.md	Germanic/docs/lexeme_reports/model_entries/2234-swallow-swealwe.model.md:33	### Form note	likely_false_positive	swalewan	The final prose keeps the citation form `swealwe` separate from two different kinds of background material: the unrelated verb `swelgan`, and later or oblique s	
swaluwe	Germanic/docs/lexeme_reports/model_entries/2234-swallow-swealwe.model.md	Germanic/docs/lexeme_reports/model_entries/2234-swallow-swealwe.model.md:25	### Old English evidence	likely_oe	swaluwe	Clark Hall records `swealwe (a, o)` as the noun headword [@ClarkHall1960]. Campbell and Brunner also preserve later or oblique-family forms such as `swaluwe`, `	
swaluwe	Germanic/docs/lexeme_reports/model_entries/2234-swallow-swealwe.model.md	Germanic/docs/lexeme_reports/model_entries/2234-swallow-swealwe.model.md:33	### Form note	likely_false_positive	swaluwe	The final prose keeps the citation form `swealwe` separate from two different kinds of background material: the unrelated verb `swelgan`, and later or oblique s	
*swalwa	Germanic/docs/lexeme_reports/model_entries/2234-swallow-swealwe.model.md	Germanic/docs/lexeme_reports/model_entries/2234-swallow-swealwe.model.md:21	### Reconstruction and comparative evidence	likely_pgmc	swalwa	Kroonen gives the bird name as `*swalwōn-`, and Ringe and Taylor cite the later West Germanic stage `*swalwa`, from which West Saxon `swealwe` and Mercian `swal	
swalwe	Germanic/docs/lexeme_reports/model_entries/2234-swallow-swealwe.model.md	Germanic/docs/lexeme_reports/model_entries/2234-swallow-swealwe.model.md:21	### Reconstruction and comparative evidence	likely_false_positive	swalwe	Kroonen gives the bird name as `*swalwōn-`, and Ringe and Taylor cite the later West Germanic stage `*swalwa`, from which West Saxon `swealwe` and Mercian `swal	
*swanaz	Germanic/docs/lexeme_reports/model_entries/2235-swan-swanes.model.md	Germanic/docs/lexeme_reports/model_entries/2235-swan-swanes.model.md:21	### Reconstruction and comparative evidence	likely_pgmc	swanaz	The Germanic noun is ordinarily cited as the masculine a-stem `*swanaz`	
swealuwe	Germanic/docs/lexeme_reports/model_entries/2234-swallow-swealwe.model.md	Germanic/docs/lexeme_reports/model_entries/2234-swallow-swealwe.model.md:25	### Old English evidence	likely_oe	swealuwe	Clark Hall records `swealwe (a, o)` as the noun headword [@ClarkHall1960]. Campbell and Brunner also preserve later or oblique-family forms such as `swaluwe`, `	
swelgan	Germanic/docs/lexeme_reports/model_entries/2234-swallow-swealwe.model.md	Germanic/docs/lexeme_reports/model_entries/2234-swallow-swealwe.model.md:21	### Reconstruction and comparative evidence	likely_false_positive	swelgan	Kroonen gives the bird name as `*swalwōn-`, and Ringe and Taylor cite the later West Germanic stage `*swalwa`, from which West Saxon `swealwe` and Mercian `swal	
swelgan	Germanic/docs/lexeme_reports/model_entries/2234-swallow-swealwe.model.md	Germanic/docs/lexeme_reports/model_entries/2234-swallow-swealwe.model.md:29	### Development to Old English	likely_false_positive	swelgan	From `*swálwōn`, brightening yields `*swælw-`, and breaking before `lw` gives `*swealw-`. The later noun ending develops regularly to `swealwe`. The relevant po	
swelgan	Germanic/docs/lexeme_reports/model_entries/2234-swallow-swealwe.model.md	Germanic/docs/lexeme_reports/model_entries/2234-swallow-swealwe.model.md:33	### Form note	likely_false_positive	swelgan	The final prose keeps the citation form `swealwe` separate from two different kinds of background material: the unrelated verb `swelgan`, and later or oblique s	
syndrian	Germanic/docs/lexeme_reports/model_entries/2232-sunder-sundrian.model.md	Germanic/docs/lexeme_reports/model_entries/2232-sunder-sundrian.model.md:25	### Old English evidence	likely_oe	syndrian	Clark Hall and Bosworth-Toller keep `sundrian` and `syndrian` separate from adverbial `sundor`, and both preserve the prefixed verbal family `ā-sundrian` [@Clar	
syndrian	Germanic/docs/lexeme_reports/model_entries/2232-sunder-sundrian.model.md	Germanic/docs/lexeme_reports/model_entries/2232-sunder-sundrian.model.md:29	### Development to Old English	likely_oe	syndrian	From `*súndrōjaną`, the Class II weak-verb suffix yields regular OE `-ian`, producing `sundrian`. Because this is the `*-ōjan-` verb and not the Class I `*-jan-	
syndrian	Germanic/docs/lexeme_reports/model_entries/2232-sunder-sundrian.model.md	Germanic/docs/lexeme_reports/model_entries/2232-sunder-sundrian.model.md:33	### Form note	likely_false_positive	syndrian	The earlier confusion was lexical, not phonological: `sundor` is the separate adverb, and `syndrian` is a related but different verb. The verb treated here is t	
tācen	Germanic/docs/lexeme_reports/model_entries/2260-token-tācn.model.md	Germanic/docs/lexeme_reports/model_entries/2260-token-tācn.model.md:25	### Old English evidence	likely_oe	tacen	Campbell and Sievers-Brunner preserve both unbroken `tācn` and broken `tācen`, with oblique `tācnes` remaining unbroken [@Campbell1959; @SieversBrunner1965].	
tācen	Germanic/docs/lexeme_reports/model_entries/2260-token-tācn.model.md	Germanic/docs/lexeme_reports/model_entries/2260-token-tācn.model.md:33	### Form note	likely_oe	tacen	`tācn` is the attested unbroken citation form selected here. Later West Saxon prose often prefers `tācen`, but that does not displace the older unbroken form [@	
tācnes	Germanic/docs/lexeme_reports/model_entries/2260-token-tācn.model.md	Germanic/docs/lexeme_reports/model_entries/2260-token-tācn.model.md:25	### Old English evidence	likely_oe	tacnes	Campbell and Sievers-Brunner preserve both unbroken `tācn` and broken `tācen`, with oblique `tācnes` remaining unbroken [@Campbell1959; @SieversBrunner1965].	
tæppere	Germanic/docs/lexeme_reports/model_entries/2240-tap-tæppa.model.md	Germanic/docs/lexeme_reports/model_entries/2240-tap-tæppa.model.md:29	### Old English evidence	likely_oe	taeppere	Hall records `tæppa` together with derivatives `tæppere` and `tæppestre`	
tæppestre	Germanic/docs/lexeme_reports/model_entries/2240-tap-tæppa.model.md	Germanic/docs/lexeme_reports/model_entries/2240-tap-tæppa.model.md:29	### Old English evidence	likely_oe	taeppestre	Hall records `tæppa` together with derivatives `tæppere` and `tæppestre`	
*taiknan	Germanic/docs/lexeme_reports/model_entries/2260-token-tācn.model.md	Germanic/docs/lexeme_reports/model_entries/2260-token-tācn.model.md:21	### Reconstruction and comparative evidence	likely_pgmc	taiknan	Kroonen cites `*taikna-` and Orel `*taiknan` for the noun 'sign, token' [@Kroonen2013; @Orel2003, 438]. The selected input `*táikną` is the simple citation-form	
*tappòn	Germanic/docs/lexeme_reports/model_entries/2240-tap-tæppa.model.md	Germanic/docs/lexeme_reports/model_entries/2240-tap-tæppa.model.md:21	### Reconstruction and comparative evidence	likely_oe	tappon	Orel gives the noun under `*tappòn` and already connects it with Old English	
target	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md	Germanic/docs/lexeme_reports/model_entries/1958-both-bū.model.md:61	### Form comparison	likely_oe	target	The comparison below is manual. It separates the inherited OE target from the	
target	Germanic/docs/lexeme_reports/model_entries/2109-loam-lām.model.md	Germanic/docs/lexeme_reports/model_entries/2109-loam-lām.model.md:28	### Reconstruction and comparative evidence	likely_oe	target	than a dispute about the OE target itself.	
target	Germanic/docs/lexeme_reports/model_entries/2143-nose-nosu.model.md	Germanic/docs/lexeme_reports/model_entries/2143-nose-nosu.model.md:39	### Old English evidence	likely_oe	target	The selected OE target is therefore an attested `nosu`, not a reconstructed	
*tëhun	Germanic/docs/lexeme_reports/model_entries/2242-ten-tēon.model.md	Germanic/docs/lexeme_reports/model_entries/2242-ten-tēon.model.md:24	### Reconstruction and comparative evidence	likely_pgmc	tehun	broadly: `tēon` develops from `*tëhun`, while West Saxon `tien, tȳn` belong to	
tēn	Germanic/docs/lexeme_reports/model_entries/2242-ten-tēon.model.md	Germanic/docs/lexeme_reports/model_entries/2242-ten-tēon.model.md:34	### Old English evidence	likely_oe	ten	West Saxon **`tēn`**, and late Northumbrian **`tēo, tēa`**	
tēoða	Germanic/docs/lexeme_reports/model_entries/2242-ten-tēon.model.md	Germanic/docs/lexeme_reports/model_entries/2242-ten-tēon.model.md:39	### Old English evidence	likely_oe	teoda	spellings. The un-umlauted stem is, however, explicit in **`tēoða`** and	
teppan	Germanic/docs/lexeme_reports/model_entries/2240-tap-tæppa.model.md	Germanic/docs/lexeme_reports/model_entries/2240-tap-tæppa.model.md:39	### Development to Old English	likely_false_positive	teppan	inherited input. A related j-verb pathway would give `teppan`, not the noun	
*þankaz	Germanic/docs/lexeme_reports/model_entries/2248-think-þenċan.model.md	Germanic/docs/lexeme_reports/model_entries/2248-think-þenċan.model.md:21	### Reconstruction and comparative evidence	likely_oe	thankaz	Kroonen gives the verb as `*þankjan-` 'to think', and Ringe and Taylor cite fully inflected `*þankijaną` beside OE `þenċan` [@Kroonen2013; @RingeTaylor2014]. Th	
*þankijaną	Germanic/docs/lexeme_reports/model_entries/2248-think-þenċan.model.md	Germanic/docs/lexeme_reports/model_entries/2248-think-þenċan.model.md:21	### Reconstruction and comparative evidence	likely_oe	thankijana	Kroonen gives the verb as `*þankjan-` 'to think', and Ringe and Taylor cite fully inflected `*þankijaną` beside OE `þenċan` [@Kroonen2013; @RingeTaylor2014]. Th	
þencan	Germanic/docs/lexeme_reports/model_entries/2248-think-þenċan.model.md	Germanic/docs/lexeme_reports/model_entries/2248-think-þenċan.model.md:33	### Lexical note	likely_oe	thencan	Campbell's assibilation discussion uses the same verb `þencan`; the class-III relic `hycgan` is a different lexeme [@Campbell1959; @Hogg1992].	
þistel	Germanic/docs/lexeme_reports/model_entries/2250-thistle-þistles.model.md	Germanic/docs/lexeme_reports/model_entries/2250-thistle-þistles.model.md:27	### Old English evidence	likely_oe	thistel	The ordinary simplex headword tradition is broken `þistel` / `ðistel`. Clark	
þistel	Germanic/docs/lexeme_reports/model_entries/2250-thistle-þistles.model.md	Germanic/docs/lexeme_reports/model_entries/2250-thistle-þistles.model.md:41	### Development to Old English	likely_oe	thistel	to the broken headword tradition `þistel`.	
thousand	Germanic/docs/lexeme_reports/model_entries/2252-thousand-þūsend.model.md	Germanic/docs/lexeme_reports/model_entries/2252-thousand-þūsend.model.md:47	### Development to Old English	likely_false_positive	thousand	compares the word with **`ærende`** and later groups `thousand` with forms	
þrēo	Germanic/docs/lexeme_reports/model_entries/2254-three-þrīe.model.md	Germanic/docs/lexeme_reports/model_entries/2254-three-þrīe.model.md:28	### Reconstruction and comparative evidence	likely_oe	threo	kept apart from feminine-neuter **`þrēo`** and from later reduced spellings of	
þrēo	Germanic/docs/lexeme_reports/model_entries/2254-three-þrīe.model.md	Germanic/docs/lexeme_reports/model_entries/2254-three-þrīe.model.md:34	### Old English evidence	likely_oe	threo	nominative-accusative **`þrēo`**, genitive **`þrēora`**, and dative	
þrēora	Germanic/docs/lexeme_reports/model_entries/2254-three-þrīe.model.md	Germanic/docs/lexeme_reports/model_entries/2254-three-þrīe.model.md:34	### Old English evidence	likely_oe	threora	nominative-accusative **`þrēo`**, genitive **`þrēora`**, and dative	
þrī	Germanic/docs/lexeme_reports/model_entries/2254-three-þrīe.model.md	Germanic/docs/lexeme_reports/model_entries/2254-three-þrīe.model.md:39	### Old English evidence	likely_oe	thri	The target is therefore an attested Old English paradigm cell. **`þrī`**	
þrim	Germanic/docs/lexeme_reports/model_entries/2254-three-þrīe.model.md	Germanic/docs/lexeme_reports/model_entries/2254-three-þrīe.model.md:35	### Old English evidence	likely_oe	thrim	**`þrim`**, adding that late West Saxon has **`þry, þri`** for **`þrīe`**	
*þȳsend	Germanic/docs/lexeme_reports/model_entries/2252-thousand-þūsend.model.md	Germanic/docs/lexeme_reports/model_entries/2252-thousand-þūsend.model.md:41	### Development to Old English	likely_pgmc	thysend	umlaut, Campbell's rule would point toward a form of **`*þȳsend`** type rather	
tīda	Germanic/docs/lexeme_reports/model_entries/2257-tide-tīd.model.md	Germanic/docs/lexeme_reports/model_entries/2257-tide-tīd.model.md:25	### Old English evidence	likely_oe	tida	Bright records `tīd` with singular `tīde` and plural `tīda`, and Clark Hall treats `tīd` as the ordinary noun 'time, period, season' [@BrightCassidyRingler1971;	
tīdan	Germanic/docs/lexeme_reports/model_entries/2257-tide-tīd.model.md	Germanic/docs/lexeme_reports/model_entries/2257-tide-tīd.model.md:21	### Reconstruction and comparative evidence	likely_oe	tidan	Kroonen gives `*tīdi-` 'time', and Orel's `*tīđiz` points to the same feminine noun [@Kroonen2013; @Orel2003]. The related verb `tīdan` is separate.	
tīdan	Germanic/docs/lexeme_reports/model_entries/2257-tide-tīd.model.md	Germanic/docs/lexeme_reports/model_entries/2257-tide-tīd.model.md:33	### Lexical note	likely_oe	tidan	The note matters only because English *tide* can pull in the separate weak verb `tīdan`; the noun targeted here is `tīd`.	
tīde	Germanic/docs/lexeme_reports/model_entries/2257-tide-tīd.model.md	Germanic/docs/lexeme_reports/model_entries/2257-tide-tīd.model.md:25	### Old English evidence	likely_oe	tide	Bright records `tīd` with singular `tīde` and plural `tīda`, and Clark Hall treats `tīd` as the ordinary noun 'time, period, season' [@BrightCassidyRingler1971;	
*tīđiz	Germanic/docs/lexeme_reports/model_entries/2257-tide-tīd.model.md	Germanic/docs/lexeme_reports/model_entries/2257-tide-tīd.model.md:21	### Reconstruction and comparative evidence	likely_pgmc	tiiz	Kroonen gives `*tīdi-` 'time', and Orel's `*tīđiz` points to the same feminine noun [@Kroonen2013; @Orel2003]. The related verb `tīdan` is separate.	
tilli	Germanic/docs/lexeme_reports/model_entries/1990-dill-dile.model.md	Germanic/docs/lexeme_reports/model_entries/1990-dill-dile.model.md:23	### Reconstruction and comparative evidence	likely_ohg	tilli	Old High German `tilli` on the other [@Fulk2018, 170]. The selected input	
timbor	Germanic/docs/lexeme_reports/model_entries/2258-timber-timber.model.md	Germanic/docs/lexeme_reports/model_entries/2258-timber-timber.model.md:32	### Old English evidence	likely_oe	timbor	Clark Hall lemmatizes the noun as **`timber`** and also records **`timbor`** as	
*timbr	Germanic/docs/lexeme_reports/model_entries/2258-timber-timber.model.md	Germanic/docs/lexeme_reports/model_entries/2258-timber-timber.model.md:24	### Reconstruction and comparative evidence	likely_oe	timbr	**`*timbr`** to Old English **`timber`** [@RingeTaylor2014, 327].	
*timra	Germanic/docs/lexeme_reports/model_entries/2258-timber-timber.model.md	Germanic/docs/lexeme_reports/model_entries/2258-timber-timber.model.md:23	### Reconstruction and comparative evidence	likely_pgmc	timra	instead state the history from **`PGmc *timra`** through West Germanic	
tō-fundennes	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md:36	### Old English evidence	likely_oe	tofundennes	participial stem in forms such as `funden` and `tō-fundennes`	
tradition	Germanic/docs/lexeme_reports/model_entries/2196-sleep-slǣpan.model.md	Germanic/docs/lexeme_reports/model_entries/2196-sleep-slǣpan.model.md:29	### Development to Old English	likely_oe	tradition	From `*slḗpaną`, Northwest Germanic lowering gives `*slǣpaną`. The later OE tail developments then yield `slǣpan` regularly. Brunner and Bülbring show that the 	
tradition	Germanic/docs/lexeme_reports/model_entries/2230-summer-sumer.model.md	Germanic/docs/lexeme_reports/model_entries/2230-summer-sumer.model.md:29	### Development to Old English	likely_oe	tradition	From `*súmaraz`, loss of final `-az` is followed by fronting and merger in the unstressed second syllable, yielding `sumer`. The selected form is the regularize	
*tūnăn	Germanic/docs/lexeme_reports/model_entries/2263-town-tūn.model.md	Germanic/docs/lexeme_reports/model_entries/2263-town-tūn.model.md:33	### Source note	likely_oe	tunan	The comparative headwords vary, but the Old English target here is the direct citation form `tūn`, not an oblique `*tūnăn`.	
umlaut	Germanic/docs/lexeme_reports/model_entries/2252-thousand-þūsend.model.md	Germanic/docs/lexeme_reports/model_entries/2252-thousand-þūsend.model.md:44	### Development to Old English	likely_oe	umlaut	the ordinary OE umlaut outcome could develop.	
voiced	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md	Germanic/docs/sound_changes/reader_facing/reader_facing_local_section_19.md:299	## Historical discussion	likely_pwgmc	voiced	Ringe and Taylor state directly that in PWGmc voiced dental fricative `*ð` became stop `*d` in all positions [@RingeTaylor2014, p. 43].	
wacian	Germanic/docs/lexeme_reports/model_entries/2268-wake-wacan.model.md	Germanic/docs/lexeme_reports/model_entries/2268-wake-wacan.model.md:23	### Reconstruction and comparative evidence	likely_false_positive	wacian	**`wacian`** from weak **`*wakai- ~ *wakja-`** [@RingeTaylor2014, §3.3.2].	
wacian	Germanic/docs/lexeme_reports/model_entries/2268-wake-wacan.model.md	Germanic/docs/lexeme_reports/model_entries/2268-wake-wacan.model.md:26	### Reconstruction and comparative evidence	likely_false_positive	wacian	**`wacan`** 'wake up, arise' and weak **`wacian`** 'be awake, watch' belong to	
wacian	Germanic/docs/lexeme_reports/model_entries/2268-wake-wacan.model.md	Germanic/docs/lexeme_reports/model_entries/2268-wake-wacan.model.md:31	### Old English evidence	likely_oe	wacian	Clark Hall keeps **`wacan`** and **`wacian`** as separate headwords	
wacian	Germanic/docs/lexeme_reports/model_entries/2268-wake-wacan.model.md	Germanic/docs/lexeme_reports/model_entries/2268-wake-wacan.model.md:44	### Development to Old English	likely_false_positive	wacian	reductions yield **`wacan`**. The weak verb **`wacian`** belongs to a different	
wæcnan	Germanic/docs/lexeme_reports/model_entries/2268-wake-wacan.model.md	Germanic/docs/lexeme_reports/model_entries/2268-wake-wacan.model.md:34	### Old English evidence	likely_oe	waecnan	be taken by **`wæcnan`** [@BosworthToller1898, 226].	
wæden	Germanic/docs/lexeme_reports/model_entries/2266-wade-wadan.model.md	Germanic/docs/lexeme_reports/model_entries/2266-wade-wadan.model.md:33	### Development note	likely_oe	waeden	The note matters because this infinitive belongs to the A-restoration class. The citation form is therefore `wadan`, not a fronted `wæden`-type output.	
waefs	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md:34	### Old English evidence	likely_oe	waefs	The earliest directly cited Old English form is **`wæfs`**, written `waefs` in	
wǣpen	Germanic/docs/lexeme_reports/model_entries/2278-weapon-wǣpn.model.md	Germanic/docs/lexeme_reports/model_entries/2278-weapon-wǣpn.model.md:38	### Form note	likely_oe	waepen	The ordinary late West Saxon simplex headword is `wǣpen`, but Campbell's	
wæpn	Germanic/docs/lexeme_reports/model_entries/2278-weapon-wǣpn.model.md	Germanic/docs/lexeme_reports/model_entries/2278-weapon-wǣpn.model.md:21	### Reconstruction and comparative evidence	likely_oe	waepn	Kroonen reconstructs a double-stem noun `*wēbna- ~ *wēpna-` and cites OE `wæpn` among its reflexes [@Kroonen2013, 617]. The selected input `*wḗpną` represents t	
wǣpnes	Germanic/docs/lexeme_reports/model_entries/2278-weapon-wǣpn.model.md	Germanic/docs/lexeme_reports/model_entries/2278-weapon-wǣpn.model.md:27	### Old English evidence	likely_oe	waepnes	contrasts broken nominative `wǣpen/wapen` with unbroken oblique `wǣpnes`,	
wǣpnes	Germanic/docs/lexeme_reports/model_entries/2278-weapon-wǣpn.model.md	Germanic/docs/lexeme_reports/model_entries/2278-weapon-wǣpn.model.md:40	### Form note	likely_oe	waepnes	`wépen`-type forms [@Campbell1959, 150; @Campbell1959, 226–227]. `wǣpnes`	
wæps	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md:27	### Reconstruction and comparative evidence	likely_oe	waeps	`wæps` [@Fulk2018, §6.5]. Bülbring and Brunner then make the chronology more	
wæps	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md:28	### Reconstruction and comparative evidence	likely_oe	waeps	explicit by deriving later `wæps` and late West Saxon `wasp` from earlier	
wæps	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md:37	### Old English evidence	likely_oe	waeps	shows **`wæps`** and **`wæsp / wasp`**, and dictionary practice often favors	
wæps	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md:38	### Old English evidence	likely_oe	waeps	`wæps` or later spellings as headwords [@ClarkHall1960, 341].	
wæps	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md:50	### Development to Old English	likely_oe	waeps	The later forms `wæps` and `wæsp / wasp` belong to subsequent, lexically	
wæscan	Germanic/docs/lexeme_reports/model_entries/2272-wash-wascan.model.md	Germanic/docs/lexeme_reports/model_entries/2272-wash-wascan.model.md:25	### Old English evidence	likely_oe	waescan	Clark Hall heads the verb as `wascan`, while Sievers-Brunner also notes the variant `wæscan` [@ClarkHall1960; @SieversBrunner1965].	
wæscan	Germanic/docs/lexeme_reports/model_entries/2272-wash-wascan.model.md	Germanic/docs/lexeme_reports/model_entries/2272-wash-wascan.model.md:33	### Form note	likely_oe	waescan	The conservative citation form `wascan` is selected here. Spellings such as `wæscan` or `wasċan` belong to variant or normalized background rather than to the t	
wæsp	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md	Germanic/docs/lexeme_reports/model_entries/2273-wasp-wæfs.model.md:26	### Reconstruction and comparative evidence	likely_oe	waesp	Fulk presents the Old English forms together as `wæfs` with variants `wæsp` and	
wæstm	Germanic/docs/lexeme_reports/model_entries/2276-wax-weaxan.model.md	Germanic/docs/lexeme_reports/model_entries/2276-wax-weaxan.model.md:29	### Development to Old English	likely_oe	waestm	From `*wáxsaną`, brightening and breaking yield `weax-`, and the infinitive develops regularly to `weaxan`. The cluster is preserved here, since `xs > s` belong	
*wainōjanan	Germanic/docs/lexeme_reports/model_entries/2286-whine-hwīnan.model.md	Germanic/docs/lexeme_reports/model_entries/2286-whine-hwīnan.model.md:24	### Reconstruction and comparative evidence	likely_pgmc	wainojanan	distinguishes strong `*xwinanan` from weak `*wainōjanan` [@Orel2003, 201]. Ringe and	
wānian	Germanic/docs/lexeme_reports/model_entries/2286-whine-hwīnan.model.md	Germanic/docs/lexeme_reports/model_entries/2286-whine-hwīnan.model.md:22	### Reconstruction and comparative evidence	likely_oe	wanian	verb seen in German `weinen` and Old English `wānian`. Kroonen instead separates	
