audit_id	record_type	entry	layer	file	line	citation_span	broad_keys	appears_in_generated	action_taken	notes
AUDIT01-SCAN-0285	scan_finding	sunder / sundrian	model_entry	Germanic/docs/lexeme_reports/model_entries/2232-sunder-sundrian.model.md	21	[@KlugeSeebold2011]	KlugeSeebold2011	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0286	scan_finding	sunder / sundrian	model_entry	Germanic/docs/lexeme_reports/model_entries/2232-sunder-sundrian.model.md	25	[@ClarkHall1960, 296; @BosworthToller1898]	BosworthToller1898	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0287	scan_finding	sunder / sundrian	model_entry	Germanic/docs/lexeme_reports/model_entries/2232-sunder-sundrian.model.md	33	[@Orel2003; @ClarkHall1960, 296]	Orel2003	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0288	scan_finding	swallow / swealwe	model_entry	Germanic/docs/lexeme_reports/model_entries/2234-swallow-swealwe.model.md	25	[@ClarkHall1960]	ClarkHall1960	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0289	scan_finding	swallow / swealwe	model_entry	Germanic/docs/lexeme_reports/model_entries/2234-swallow-swealwe.model.md	25	[@Campbell1959; @SieversBrunner1965]	Campbell1959; SieversBrunner1965	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0290	scan_finding	swallow / swealwe	model_entry	Germanic/docs/lexeme_reports/model_entries/2234-swallow-swealwe.model.md	33	[@ClarkHall1960; @Campbell1959]	ClarkHall1960; Campbell1959	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0291	scan_finding	swan / swanes	model_entry	Germanic/docs/lexeme_reports/model_entries/2235-swan-swanes.model.md	32	[@ClarkHall1960]	ClarkHall1960	yes	upstream_support_for_generated_broad	Upstream source prose still contains a broad citation that also surfaces in the generated compact entry.
AUDIT01-SCAN-0292	scan_finding	swine / swīn	model_entry	Germanic/docs/lexeme_reports/model_entries/2238-swine-swīn.model.md	21	[@Kroonen2013]	Kroonen2013	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0293	scan_finding	swine / swīn	model_entry	Germanic/docs/lexeme_reports/model_entries/2238-swine-swīn.model.md	25	[@ClarkHall1960]	ClarkHall1960	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0294	scan_finding	think / þenċan	model_entry	Germanic/docs/lexeme_reports/model_entries/2248-think-þenċan.model.md	21	[@Kroonen2013; @RingeTaylor2014]	Kroonen2013; RingeTaylor2014	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0295	scan_finding	think / þenċan	model_entry	Germanic/docs/lexeme_reports/model_entries/2248-think-þenċan.model.md	25	[@BosworthToller1898]	BosworthToller1898	yes	upstream_support_for_generated_broad	Upstream source prose still contains a broad citation that also surfaces in the generated compact entry.
AUDIT01-SCAN-0296	scan_finding	think / þenċan	model_entry	Germanic/docs/lexeme_reports/model_entries/2248-think-þenċan.model.md	33	[@Campbell1959; @Hogg1992]	Campbell1959; Hogg1992	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0297	scan_finding	thorn / þorn	model_entry	Germanic/docs/lexeme_reports/model_entries/2251-thorn-þorn.model.md	21	[@Kroonen2013; @Orel2003]	Kroonen2013; Orel2003	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0298	scan_finding	thorn / þorn	model_entry	Germanic/docs/lexeme_reports/model_entries/2251-thorn-þorn.model.md	25	[@BrightCassidyRingler1971; @ClarkHall1960]	BrightCassidyRingler1971; ClarkHall1960	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0299	scan_finding	three / þrīe	model_entry	Germanic/docs/lexeme_reports/model_entries/2254-three-þrīe.model.md	22	[@Kroonen2013]	Kroonen2013	yes	upstream_support_for_generated_broad	Upstream source prose still contains a broad citation that also surfaces in the generated compact entry.
AUDIT01-SCAN-0300	scan_finding	tide / tīd	model_entry	Germanic/docs/lexeme_reports/model_entries/2257-tide-tīd.model.md	21	[@Kroonen2013; @Orel2003]	Kroonen2013; Orel2003	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0301	scan_finding	tide / tīd	model_entry	Germanic/docs/lexeme_reports/model_entries/2257-tide-tīd.model.md	25	[@BrightCassidyRingler1971; @ClarkHall1960, 309]	BrightCassidyRingler1971	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0302	scan_finding	token / tācn	model_entry	Germanic/docs/lexeme_reports/model_entries/2260-token-tācn.model.md	21	[@Kroonen2013; @Orel2003, 438]	Kroonen2013	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0303	scan_finding	token / tācn	model_entry	Germanic/docs/lexeme_reports/model_entries/2260-token-tācn.model.md	25	[@Campbell1959; @SieversBrunner1965]	Campbell1959; SieversBrunner1965	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0304	scan_finding	token / tācn	model_entry	Germanic/docs/lexeme_reports/model_entries/2260-token-tācn.model.md	33	[@Campbell1959; @SieversBrunner1965]	Campbell1959; SieversBrunner1965	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0305	scan_finding	town / tūn	model_entry	Germanic/docs/lexeme_reports/model_entries/2263-town-tūn.model.md	21	[@Kroonen2013; @Orel2003, 452]	Kroonen2013	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0306	scan_finding	town / tūn	model_entry	Germanic/docs/lexeme_reports/model_entries/2263-town-tūn.model.md	25	[@ClarkHall1960]	ClarkHall1960	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0307	scan_finding	town / tūn	model_entry	Germanic/docs/lexeme_reports/model_entries/2263-town-tūn.model.md	29	[@SieversBrunner1965]	SieversBrunner1965	yes	upstream_support_for_generated_broad	Upstream source prose still contains a broad citation that also surfaces in the generated compact entry.
AUDIT01-SCAN-0308	scan_finding	wade / wadan	model_entry	Germanic/docs/lexeme_reports/model_entries/2266-wade-wadan.model.md	21	[@Campbell1959; @RingeTaylor2014; @Luick1914, 239]	Campbell1959; RingeTaylor2014	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0309	scan_finding	wade / wadan	model_entry	Germanic/docs/lexeme_reports/model_entries/2266-wade-wadan.model.md	25	[@ClarkHall1960; @BrightCassidyRingler1971]	ClarkHall1960; BrightCassidyRingler1971	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0310	scan_finding	wade / wadan	model_entry	Germanic/docs/lexeme_reports/model_entries/2266-wade-wadan.model.md	29	[@Campbell1959; @RingeTaylor2014]	Campbell1959; RingeTaylor2014	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0311	scan_finding	warp / weorpan	model_entry	Germanic/docs/lexeme_reports/model_entries/2270-warp-weorpan.model.md	21	[@RingeTaylor2014]	RingeTaylor2014	yes	upstream_support_for_generated_broad	Upstream source prose still contains a broad citation that also surfaces in the generated compact entry.
AUDIT01-SCAN-0312	scan_finding	warp / weorpan	model_entry	Germanic/docs/lexeme_reports/model_entries/2270-warp-weorpan.model.md	25	[@ClarkHall1960; @BrightCassidyRingler1971]	ClarkHall1960; BrightCassidyRingler1971	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0313	scan_finding	warp / weorpan	model_entry	Germanic/docs/lexeme_reports/model_entries/2270-warp-weorpan.model.md	29	[@Campbell1959; @Hogg1992]	Campbell1959; Hogg1992	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0314	scan_finding	wash / wascan	model_entry	Germanic/docs/lexeme_reports/model_entries/2272-wash-wascan.model.md	21	[@Kroonen2013; @Orel2003, 489; @RingeTaylor2014, 142]	Kroonen2013	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0315	scan_finding	wash / wascan	model_entry	Germanic/docs/lexeme_reports/model_entries/2272-wash-wascan.model.md	25	[@ClarkHall1960; @SieversBrunner1965]	ClarkHall1960; SieversBrunner1965	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0316	scan_finding	wash / wascan	model_entry	Germanic/docs/lexeme_reports/model_entries/2272-wash-wascan.model.md	29	[@Campbell1959; @RingeTaylor2014, 142]	Campbell1959	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0317	scan_finding	wax / weaxan	model_entry	Germanic/docs/lexeme_reports/model_entries/2276-wax-weaxan.model.md	21	[@Kroonen2013; @Orel2003, 478; @RingeTaylor2014]	Kroonen2013; RingeTaylor2014	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0318	scan_finding	wax / weaxan	model_entry	Germanic/docs/lexeme_reports/model_entries/2276-wax-weaxan.model.md	25	[@ClarkHall1960; @BrightCassidyRingler1971]	ClarkHall1960; BrightCassidyRingler1971	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0319	scan_finding	wax / weaxan	model_entry	Germanic/docs/lexeme_reports/model_entries/2276-wax-weaxan.model.md	29	[@Campbell1959; @SieversBrunner1965]	Campbell1959; SieversBrunner1965	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0320	scan_finding	way / weġ	model_entry	Germanic/docs/lexeme_reports/model_entries/2277-way-weġ.model.md	21	[@Kroonen2013]	Kroonen2013	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0321	scan_finding	way / weġ	model_entry	Germanic/docs/lexeme_reports/model_entries/2277-way-weġ.model.md	21	[@Campbell1959; @Hogg1992; @RingeTaylor2014, 341]	Campbell1959; Hogg1992	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0322	scan_finding	way / weġ	model_entry	Germanic/docs/lexeme_reports/model_entries/2277-way-weġ.model.md	25	[@Campbell1959; @RingeTaylor2014, 341]	Campbell1959	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0323	scan_finding	way / weġ	model_entry	Germanic/docs/lexeme_reports/model_entries/2277-way-weġ.model.md	29	[@Campbell1959; @Hogg1992; @RingeTaylor2014, 341]	Campbell1959; Hogg1992	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0324	scan_finding	will / willa	model_entry	Germanic/docs/lexeme_reports/model_entries/2293-will-willa.model.md	21	[@Kroonen2013; @Orel2003; @KlugeSeebold2011]	Kroonen2013; Orel2003; KlugeSeebold2011	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0325	scan_finding	will / willa	model_entry	Germanic/docs/lexeme_reports/model_entries/2293-will-willa.model.md	33	[@Kroonen2013; @ClarkHall1960, 368]	Kroonen2013	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0326	scan_finding	wind / windan	model_entry	Germanic/docs/lexeme_reports/model_entries/2294-wind-windan.model.md	21	[@Kroonen2013]	Kroonen2013	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0327	scan_finding	wind / windan	model_entry	Germanic/docs/lexeme_reports/model_entries/2294-wind-windan.model.md	21	[@Fulk2018; @RingeTaylor2014]	Fulk2018; RingeTaylor2014	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0328	scan_finding	wind / windan	model_entry	Germanic/docs/lexeme_reports/model_entries/2294-wind-windan.model.md	25	[@ClarkHall1960; @BosworthToller1898, 101]	ClarkHall1960	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0329	scan_finding	wind / windan	model_entry	Germanic/docs/lexeme_reports/model_entries/2294-wind-windan.model.md	33	[@Kroonen2013; @ClarkHall1960]	Kroonen2013; ClarkHall1960	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0330	scan_finding	withy / wīþiġ	model_entry	Germanic/docs/lexeme_reports/model_entries/2296-withy-wīþiġ.model.md	22	[@KlugeSeebold2011; @Orel2003, 503]	KlugeSeebold2011	yes	upstream_support_for_generated_broad	Upstream source prose still contains a broad citation that also surfaces in the generated compact entry.
AUDIT01-SCAN-0331	scan_finding	wold / weald	model_entry	Germanic/docs/lexeme_reports/model_entries/2297-wold-weald.model.md	21	[@Kroonen2013]	Kroonen2013	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0332	scan_finding	wold / weald	model_entry	Germanic/docs/lexeme_reports/model_entries/2297-wold-weald.model.md	25	[@ClarkHall1960]	ClarkHall1960	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0333	scan_finding	wold / weald	model_entry	Germanic/docs/lexeme_reports/model_entries/2297-wold-weald.model.md	33	[@ClarkHall1960; @RingeTaylor2014]	ClarkHall1960; RingeTaylor2014	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0334	scan_finding	wolf / wulf	model_entry	Germanic/docs/lexeme_reports/model_entries/2298-wolf-wulf.model.md	23	[@Kroonen2013; @RingeTaylor2014, 47]	Kroonen2013	yes	upstream_support_for_generated_broad	Upstream source prose still contains a broad citation that also surfaces in the generated compact entry.
AUDIT01-SCAN-0335	scan_finding	wolf / wulf	model_entry	Germanic/docs/lexeme_reports/model_entries/2298-wolf-wulf.model.md	54	[@SieversBrunner1965]	SieversBrunner1965	yes	upstream_support_for_generated_broad	Upstream source prose still contains a broad citation that also surfaces in the generated compact entry.
AUDIT01-SCAN-0336	scan_finding	world / weorold	model_entry	Germanic/docs/lexeme_reports/model_entries/2302-world-weorold.model.md	25	[@Orel2003; @RingeTaylor2014, 341]	Orel2003	yes	upstream_support_for_generated_broad	Upstream source prose still contains a broad citation that also surfaces in the generated compact entry.
AUDIT01-SCAN-0337	scan_finding	world / weorold	model_entry	Germanic/docs/lexeme_reports/model_entries/2302-world-weorold.model.md	26	[@KlugeSeebold2011]	KlugeSeebold2011	yes	upstream_support_for_generated_broad	Upstream source prose still contains a broad citation that also surfaces in the generated compact entry.
AUDIT01-SCAN-0338	scan_finding	world / weorold	model_entry	Germanic/docs/lexeme_reports/model_entries/2302-world-weorold.model.md	41	[@SieversBrunner1965; @BrightCassidyRingler1971, 465]	SieversBrunner1965	yes	upstream_support_for_generated_broad	Upstream source prose still contains a broad citation that also surfaces in the generated compact entry.
AUDIT01-SCAN-0339	scan_finding	yarn / ġearn	model_entry	Germanic/docs/lexeme_reports/model_entries/2305-yarn-ġearn.model.md	21	[@Kroonen2013; @RingeTaylor2014, 220]	Kroonen2013	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0340	scan_finding	yarn / ġearn	model_entry	Germanic/docs/lexeme_reports/model_entries/2305-yarn-ġearn.model.md	25	[@ClarkHall1960; @BosworthToller1898]	ClarkHall1960; BosworthToller1898	no	upstream_only_not_generated	Upstream source prose still contains a broad citation, but the current compact assembly does not surface it in generated output.
AUDIT01-SCAN-0341	scan_finding	youth / ġeoguþ	model_entry	Germanic/docs/lexeme_reports/model_entries/2308-youth-ġeoguþ.model.md	22	[@Kroonen2013]	Kroonen2013	yes	upstream_support_for_generated_broad	Upstream source prose still contains a broad citation that also surfaces in the generated compact entry.
AUDIT01-SCAN-0342	scan_finding	learn (iptv.2sg) / liorna	model_entry	Germanic/docs/lexeme_reports/model_entries/2313-learn-(iptv.2sg)-liorna.model.md	21	[@Fulk2018]	Fulk2018	yes	upstream_support_for_generated_broad	Upstream source prose still contains a broad citation that also surfaces in the generated compact entry.
AUDIT01-SCAN-0343	scan_finding	lick (iptv.2sg) / licca	model_entry	Germanic/docs/lexeme_reports/model_entries/2315-lick-(iptv.2sg)-licca.model.md	22	[@RingeTaylor2014]	RingeTaylor2014	yes	upstream_support_for_generated_broad	Upstream source prose still contains a broad citation that also surfaces in the generated compact entry.
AUDIT01-SCAN-0344	scan_finding	lick (3sg) / liccaþ	model_entry	Germanic/docs/lexeme_reports/model_entries/2316-lick-(3sg)-liccaþ.model.md	22	[@RingeTaylor2014]	RingeTaylor2014	yes	upstream_support_for_generated_broad	Upstream source prose still contains a broad citation that also surfaces in the generated compact entry.
AUDIT01-SCAN-0345	scan_finding	show (3sg) / sċēawaþ	model_entry	Germanic/docs/lexeme_reports/model_entries/2318-show-(3sg)-sċēawaþ.model.md	28	[@BrightCassidyRingler1971]	BrightCassidyRingler1971	yes	upstream_support_for_generated_broad	Upstream source prose still contains a broad citation that also surfaces in the generated compact entry.
AUDIT01-ACT-0001	action	find / fundene	model_entry	Germanic/docs/lexeme_reports/model_entries/2011-find-fundene.model.md	36	[@BosworthToller1898, 219]	BosworthToller1898	yes	locator_added	Localized the false-zero Bosworth-Toller citation to printed page 219 and rewrote the manual comparison note so the cell-based framing is explicitly project analysis.
AUDIT01-ACT-0002	action	still / stillan	regular_book_prose	Germanic/docs/assembly/book_prose/regular_all_01/2217-still-stillan.book.md	1	[@KlugeSeebold2011]	KlugeSeebold2011	yes	citation_restored_broad	Restored broad Kluge-Seebold support so the comparative still/stillen framing does not remain under-cited while page-localization is still blocked.
