entry	class_bucket	source_key	current_citation	surrounding_claim	source_layer	candidate_locator	locator_basis	action	file_changed	note
have — OE hæfeþ	late_analogy	Kroonen2013	[@Kroonen2013; @RingeTaylor2014]	_\*xabēną_ and Old English _habban_ [@Kroonen2013; @RingeTaylor2014]. Within that	non-regular model entry		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=7680
have — OE hæfeþ	late_analogy	RingeTaylor2014	[@Kroonen2013; @RingeTaylor2014]	_\*xabēną_ and Old English _habban_ [@Kroonen2013; @RingeTaylor2014]. Within that	non-regular model entry		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=7680
have — OE hæfeþ	late_analogy	RingeTaylor2014	[@RingeTaylor2014]	forms [@RingeTaylor2014].	non-regular model entry		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=7684
have — OE hæfeþ	late_analogy	Fulk2018	[@Fulk2018]	cleaner comparator here [@Fulk2018].	non-regular model entry		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=7689
have — OE hæfeþ	late_analogy	BosworthToller1898	[@BosworthToller1898; @ClarkHall1960, 157]	shows forms of the _hæf-_ type [@BosworthToller1898; @ClarkHall1960, 157]. Campbell	non-regular model entry		left broad this pass; conditional source not re-verified here unless the target claim was safely anchored	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=conditional; line=7694
have — OE hæfeþ	late_analogy	Campbell1959	[@Campbell1959]	_hæfeþ_ [@Campbell1959].	non-regular model entry		left broad this pass; conditional source not re-verified here unless the target claim was safely anchored	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=conditional; line=7696
have — OE hæfeþ	late_analogy	RingeTaylor2014	[@RingeTaylor2014; @Campbell1959]	[@RingeTaylor2014; @Campbell1959]. The derivation of the finite form itself is	non-regular model entry		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=7706
have — OE hæfeþ	late_analogy	Campbell1959	[@RingeTaylor2014; @Campbell1959]	[@RingeTaylor2014; @Campbell1959]. The derivation of the finite form itself is	non-regular model entry		left broad this pass; conditional source not re-verified here unless the target claim was safely anchored	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=conditional; line=7706
heaven — OE heofon	late_analogy	Kroonen2013	[@Kroonen2013]	_\*hemina-_ ~ _\*hemna-_ [@Kroonen2013]. The selected input _\*xémonų_ is an	non-regular model entry		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=7779
heaven — OE heofon	late_analogy	Campbell1959	[@Campbell1959; @RingeTaylor2014]	[@Campbell1959; @RingeTaylor2014].	non-regular model entry		left broad this pass; conditional source not re-verified here unless the target claim was safely anchored	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=conditional; line=7786
heaven — OE heofon	late_analogy	RingeTaylor2014	[@Campbell1959; @RingeTaylor2014]	[@Campbell1959; @RingeTaylor2014].	non-regular model entry		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=7786
heaven — OE heofon	late_analogy	Campbell1959	[@Campbell1959]	history of the word [@Campbell1959].	non-regular model entry		left broad this pass; conditional source not re-verified here unless the target claim was safely anchored	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=conditional; line=7793
heaven — OE heofon	late_analogy	Fulk2018	[@Fulk2018; @Campbell1959]	[@Fulk2018; @Campbell1959]. Back mutation then yields _heo-_ before the labial	non-regular model entry		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=7803
heaven — OE heofon	late_analogy	Campbell1959	[@Fulk2018; @Campbell1959]	[@Fulk2018; @Campbell1959]. Back mutation then yields _heo-_ before the labial	non-regular model entry		left broad this pass; conditional source not re-verified here unless the target claim was safely anchored	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=conditional; line=7803
live — OE lifeþ	late_analogy	Kroonen2013	[@Kroonen2013]	_\*libēn-_, reflected in Old English _libban_ [@Kroonen2013]. Ringe and Taylor	non-regular model entry		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=7876
live — OE lifeþ	late_analogy	RingeTaylor2014	[@RingeTaylor2014]	[@RingeTaylor2014].	non-regular model entry		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=7879
live — OE lifeþ	late_analogy	BosworthToller1898	[@BosworthToller1898; @ClarkHall1960]	_lifian_ [@BosworthToller1898; @ClarkHall1960]. For this entry, however, the	non-regular model entry		left broad this pass; conditional source not re-verified here unless the target claim was safely anchored	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=conditional; line=7888
live — OE lifeþ	late_analogy	ClarkHall1960	[@BosworthToller1898; @ClarkHall1960]	_lifian_ [@BosworthToller1898; @ClarkHall1960]. For this entry, however, the	non-regular model entry		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=7888
live — OE lifeþ	late_analogy	RingeTaylor2014	[@RingeTaylor2014; @Campbell1959]	normalized as _lifeþ_ [@RingeTaylor2014; @Campbell1959].	non-regular model entry		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=7890
live — OE lifeþ	late_analogy	Campbell1959	[@RingeTaylor2014; @Campbell1959]	normalized as _lifeþ_ [@RingeTaylor2014; @Campbell1959].	non-regular model entry		left broad this pass; conditional source not re-verified here unless the target claim was safely anchored	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=conditional; line=7890
man — OE mannes	late_analogy	Kroonen2013	[@Kroonen2013; @Orel2003, 299; @RingeTaylor2014]	[@Kroonen2013; @Orel2003, 299; @RingeTaylor2014]. The selected input _\*mánnas_	non-regular model entry		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=7965
man — OE mannes	late_analogy	RingeTaylor2014	[@Kroonen2013; @Orel2003, 299; @RingeTaylor2014]	[@Kroonen2013; @Orel2003, 299; @RingeTaylor2014]. The selected input _\*mánnas_	non-regular model entry		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=7965
man — OE mannes	late_analogy	Campbell1959	[@Campbell1959]	Campbell gives the paradigm mann, _man_ / _mannes_ / _menn_ [@Campbell1959].	non-regular model entry		left broad this pass; conditional source not re-verified here unless the target claim was safely anchored	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=conditional; line=7975
man — OE mannes	late_analogy	SieversBrunner1965	[@SieversBrunner1965]	[@SieversBrunner1965]. Clark Hall keeps the dictionary headword under _mann_	non-regular model entry		left broad; outside the targeted high-yield cleanup set	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=unresolved; line=7978
man — OE mannes	late_analogy	ClarkHall1960	[@ClarkHall1960]	[@ClarkHall1960].	non-regular model entry		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=7979
man — OE mannes	late_analogy	Campbell1959	[@Campbell1959]	unstressed merger gives _\*mánnes_, hence _mannes_ [@Campbell1959]. In this	non-regular model entry		left broad this pass; conditional source not re-verified here unless the target claim was safely anchored	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=conditional; line=7987
man — OE mannes	late_analogy	SieversBrunner1965	[@SieversBrunner1965]	[@SieversBrunner1965].	non-regular model entry		left broad; outside the targeted high-yield cleanup set	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=unresolved; line=7990
meed — OE meorde	late_analogy	Crist2002	[@Crist2002; @Kroonen2013; @RingeTaylor2014; @Fulk2018]	lengthening [@Crist2002; @Kroonen2013; @RingeTaylor2014; @Fulk2018], Orel keeps	non-regular model entry		left broad; outside the targeted high-yield cleanup set	left_broad		same_source_has_locator_elsewhere_in_volume=no; prior_classification=unresolved; line=8063
meed — OE meorde	late_analogy	Kroonen2013	[@Crist2002; @Kroonen2013; @RingeTaylor2014; @Fulk2018]	lengthening [@Crist2002; @Kroonen2013; @RingeTaylor2014; @Fulk2018], Orel keeps	non-regular model entry		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=8063
meed — OE meorde	late_analogy	RingeTaylor2014	[@Crist2002; @Kroonen2013; @RingeTaylor2014; @Fulk2018]	lengthening [@Crist2002; @Kroonen2013; @RingeTaylor2014; @Fulk2018], Orel keeps	non-regular model entry		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=8063
meed — OE meorde	late_analogy	Fulk2018	[@Crist2002; @Kroonen2013; @RingeTaylor2014; @Fulk2018]	lengthening [@Crist2002; @Kroonen2013; @RingeTaylor2014; @Fulk2018], Orel keeps	non-regular model entry		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=8063
meed — OE meorde	late_analogy	Orel2003	[@Orel2003]	a doublet analysis [@Orel2003], and Kilday instead argues that West Saxon _mēd_	non-regular model entry		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=8064
meed — OE meorde	late_analogy	Kilday2024	[@Kilday2024]	is a Saxono-Frisian loan [@Kilday2024]. The comparison here concerns the	non-regular model entry		left broad; outside the targeted high-yield cleanup set	left_broad		same_source_has_locator_elsewhere_in_volume=no; prior_classification=unresolved; line=8065
meed — OE meorde	late_analogy	BrightCassidyRingler1971	[@BrightCassidyRingler1971; @BosworthToller1898]	_meorda_ as a genitive plural [@BrightCassidyRingler1971; @BosworthToller1898].	non-regular model entry		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=8071
meed — OE meorde	late_analogy	BosworthToller1898	[@BrightCassidyRingler1971; @BosworthToller1898]	_meorda_ as a genitive plural [@BrightCassidyRingler1971; @BosworthToller1898].	non-regular model entry		left broad this pass; conditional source not re-verified here unless the target claim was safely anchored	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=conditional; line=8071
meed — OE meorde	late_analogy	ClarkHall1960	[@ClarkHall1960; @BosworthToller1898]	[@ClarkHall1960; @BosworthToller1898].	non-regular model entry		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=8074
meed — OE meorde	late_analogy	BosworthToller1898	[@ClarkHall1960; @BosworthToller1898]	[@ClarkHall1960; @BosworthToller1898].	non-regular model entry		left broad this pass; conditional source not re-verified here unless the target claim was safely anchored	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=conditional; line=8074
meed — OE meorde	late_analogy	RingeTaylor2014	[@RingeTaylor2014]	_meorde_ [@RingeTaylor2014].	non-regular model entry		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=8085
night — OE niht	late_analogy	RingeTaylor2014	[@RingeTaylor2014]	the paradigm [@RingeTaylor2014]. The citation reconstruction _\*náxtz_ therefore	non-regular model entry		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=8157
night — OE niht	late_analogy	RingeTaylor2014	[@RingeTaylor2014]	dat. sg. _niht_ < _\*nahti_ [@RingeTaylor2014].	non-regular model entry		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=8163
night — OE niht	late_analogy	ClarkHall1960	[@ClarkHall1960]	[@ClarkHall1960]. Campbell likewise preserves the fluctuation between _neaht_	non-regular model entry		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=8169
night — OE niht	late_analogy	Campbell1959	[@Campbell1959]	[@Campbell1959].	non-regular model entry		left broad this pass; conditional source not re-verified here unless the target claim was safely anchored	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=conditional; line=8172
rest — OE ræste	late_analogy	Kroonen2013	[@Kroonen2013]	_ræst_ [@Kroonen2013]. The selected input _\*rástōz_ therefore does not replace	non-regular model entry		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=8252
rest — OE ræste	late_analogy	Kroonen2013	[@Kroonen2013; @ClarkHall1960]	The ordinary Old English citation form is _ræst_ [@Kroonen2013; @ClarkHall1960].	non-regular model entry		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=8263
rest — OE ræste	late_analogy	ClarkHall1960	[@Kroonen2013; @ClarkHall1960]	The ordinary Old English citation form is _ræst_ [@Kroonen2013; @ClarkHall1960].	non-regular model entry		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=8263
shoulder — OE sċuldrum	late_analogy	BosworthToller1898	[@BosworthToller1898; @ClarkHall1960]	The ordinary Old English headword is _sculdor_. Bosworth-Toller and Clark Hall both lemmatize _sculdor_ as the normal dictionary form, and the Bosworth-Toller material also preserves plural and oblique forms such as _sculdru_, _sculdra_, and _sculdrum_ [@BosworthToller1898; @ClarkHall1960]. The dative plural _sculdrum_ is directly attested in the dictionary material [@BosworthToller1898].	non-regular model entry		left broad this pass; conditional source not re-verified here unless the target claim was safely anchored	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=conditional; line=8353
shoulder — OE sċuldrum	late_analogy	ClarkHall1960	[@BosworthToller1898; @ClarkHall1960]	The ordinary Old English headword is _sculdor_. Bosworth-Toller and Clark Hall both lemmatize _sculdor_ as the normal dictionary form, and the Bosworth-Toller material also preserves plural and oblique forms such as _sculdru_, _sculdra_, and _sculdrum_ [@BosworthToller1898; @ClarkHall1960]. The dative plural _sculdrum_ is directly attested in the dictionary material [@BosworthToller1898].	non-regular model entry		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=8353
shoulder — OE sċuldrum	late_analogy	BosworthToller1898	[@BosworthToller1898]	The ordinary Old English headword is _sculdor_. Bosworth-Toller and Clark Hall both lemmatize _sculdor_ as the normal dictionary form, and the Bosworth-Toller material also preserves plural and oblique forms such as _sculdru_, _sculdra_, and _sculdrum_ [@BosworthToller1898; @ClarkHall1960]. The dative plural _sculdrum_ is directly attested in the dictionary material [@BosworthToller1898].	non-regular model entry		left broad this pass; conditional source not re-verified here unless the target claim was safely anchored	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=conditional; line=8353
shoulder — OE sċuldrum	late_analogy	BosworthToller1898	[@BosworthToller1898]	Bosworth-Toller's Supplement records a weak-feminine _sculdra, an_, so _sculdra_ belongs to the Old English record beside the stronger masculine paradigm headed by _sculdor_ [@BosworthToller1898]. Brunner and Luick also record later spellings such as _sceoldor_ and the i-mutated dative plural _scyldrum_, which reflect secondary phonological and analogical reshaping within Old English [@SieversBrunner1965, §92.2.a; @Luick1914, p. 230].	non-regular model entry		left broad this pass; conditional source not re-verified here unless the target claim was safely anchored	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=conditional; line=8355
shove — OE sċēaf	late_analogy	Kroonen2013	[@Kroonen2013]	English present forms _scēofan_, _scūfan_ [@Kroonen2013]. Ringe and Taylor also	non-regular model entry		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=8430
shove — OE sċēaf	late_analogy	RingeTaylor2014	[@RingeTaylor2014]	not identical with the preterite grade [@RingeTaylor2014]. The selected input	non-regular model entry		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=8432
shove — OE sċēaf	late_analogy	BrightCassidyRingler1971	[@BrightCassidyRingler1971; @Sweet1953]	[@BrightCassidyRingler1971; @Sweet1953]. The normalized form here is _sċēaf_,	non-regular model entry		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=8441
shove — OE sċēaf	late_analogy	Sweet1953	[@BrightCassidyRingler1971; @Sweet1953]	[@BrightCassidyRingler1971; @Sweet1953]. The normalized form here is _sċēaf_,	non-regular model entry		left broad; outside the targeted high-yield cleanup set	left_broad		same_source_has_locator_elsewhere_in_volume=no; prior_classification=unresolved; line=8441
span — OE spanne	late_analogy	Orel2003	[@Orel2003; @Seebold1970, 450]	_spann_ under the same noun family [@Orel2003; @Seebold1970, 450]. The selected input	non-regular model entry		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=8515
span — OE spanne	late_analogy	SieversBrunner1965	[@SieversBrunner1965]	cell of the feminine ō-stem paradigm [@SieversBrunner1965].	non-regular model entry		left broad; outside the targeted high-yield cleanup set	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=unresolved; line=8517
span — OE spanne	late_analogy	ClarkHall1960	[@ClarkHall1960]	rather than as a dictionary headword [@ClarkHall1960].	non-regular model entry		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=8524
thistle — OE þistles	late_analogy	KlugeSeebold2011	[@Orel2003, 458; @KlugeSeebold2011]	Kluge-Seebold gives _\*þistila-_ [@Orel2003, 458; @KlugeSeebold2011]. The comparative	non-regular model entry		left broad; source remains quarantined pending better page evidence	left_broad		same_source_has_locator_elsewhere_in_volume=no; prior_classification=quarantined; line=8593
make (iptv.2sg) — OE maca	late_analogy	Campbell1959	[@Campbell1959; @RingeTaylor2014]	_mahhon_ [@Campbell1959; @RingeTaylor2014].	non-regular model entry		left broad this pass; conditional source not re-verified here unless the target claim was safely anchored	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=conditional; line=8679
make (iptv.2sg) — OE maca	late_analogy	RingeTaylor2014	[@Campbell1959; @RingeTaylor2014]	_mahhon_ [@Campbell1959; @RingeTaylor2014].	non-regular model entry		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=8679
make (iptv.2sg) — OE maca	late_analogy	RingeTaylor2014	[@RingeTaylor2014]	[@RingeTaylor2014].	non-regular model entry		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=8686
make (iptv.2sg) — OE maca	late_analogy	ClarkHall1960	[@ClarkHall1960]	The dictionary headword is _macian_ [@ClarkHall1960]. The selected form in this	non-regular model entry		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=8690
make (3sg) — OE macaþ	late_analogy	Kroonen2013	[@Kroonen2013]	Kroonen derives the Old English verb from _\*makōjan-_ on the make-family base _\*maka-_ [@Kroonen2013]. Ringe and Taylor likewise place the verb among the class-II weak verbs and note that the present 2sg, 3sg, and imperative singular preserve suffixal _\*ō_ rather than the remodelled infinitival formation [@RingeTaylor2014].	non-regular model entry		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=8773
make (3sg) — OE macaþ	late_analogy	RingeTaylor2014	[@RingeTaylor2014]	Kroonen derives the Old English verb from _\*makōjan-_ on the make-family base _\*maka-_ [@Kroonen2013]. Ringe and Taylor likewise place the verb among the class-II weak verbs and note that the present 2sg, 3sg, and imperative singular preserve suffixal _\*ō_ rather than the remodelled infinitival formation [@RingeTaylor2014].	non-regular model entry		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=8773
make (3sg) — OE macaþ	late_analogy	ClarkHall1960	[@ClarkHall1960]	Clark Hall lemmatizes the verb as _macian_ [@ClarkHall1960]. The relevant comparison form here is the normalized present-third-singular _macaþ_, set beside the dictionary headword and the related imperative singular _maca_.	non-regular model entry		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=8779
make (3sg) — OE macaþ	late_analogy	RingeTaylor2014	[@Campbell1959, §355.4; @RingeTaylor2014]	The ending then follows the ordinary class-II 3sg development. Campbell's lufas, _-aþ_ (< _-ōsi_, _-ōþi)_ and Ringe and Taylor's discussion of stable _a_ in the finite non-_j_ cells point to _\*makōθ_ > _\*makaθ_ > _macaþ_ [@Campbell1959, §355.4; @RingeTaylor2014].	non-regular model entry		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=8787
bore (iptv.2sg) — OE bora	late_analogy	Kroonen2013	[@Kroonen2013]	Kroonen reconstructs the bore-family verb as _\*burojan-_ and cites Old English _borian_ among its continuants [@Kroonen2013]. In Ringe and Taylor's account of class-II weak verbs, the imperative singular belongs to the finite cells that preserve inherited suffixal _\*ō_, unlike the remodelled infinitive [@RingeTaylor2014].	non-regular model entry		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=8849
bore (iptv.2sg) — OE bora	late_analogy	RingeTaylor2014	[@RingeTaylor2014]	Kroonen reconstructs the bore-family verb as _\*burojan-_ and cites Old English _borian_ among its continuants [@Kroonen2013]. In Ringe and Taylor's account of class-II weak verbs, the imperative singular belongs to the finite cells that preserve inherited suffixal _\*ō_, unlike the remodelled infinitive [@RingeTaylor2014].	non-regular model entry		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=8849
bore (iptv.2sg) — OE bora	late_analogy	ClarkHall1960	[@ClarkHall1960]	Clark Hall lemmatizes the verb as _borian_ [@ClarkHall1960]. The comparison form here is the normalized imperative singular _bora_, used beside the headword and the related 3sg form _boraþ_.	non-regular model entry		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=8855
bore (iptv.2sg) — OE bora	late_analogy	RingeTaylor2014	[@RingeTaylor2014]	Ringe and Taylor's class-II imperative singular -a < _\*-ō_ points to exactly this type of outcome [@RingeTaylor2014]. The selected form therefore isolates the regular finite-cell development more cleanly than the remodelled infinitive does.	non-regular model entry		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=8863
bore (3sg) — OE boraþ	late_analogy	Kroonen2013	[@Kroonen2013]	Kroonen reconstructs the bore-family verb as _\*burojan-_ and cites Old English _borian_ among its reflexes [@Kroonen2013]. The selected form isolates the finite 3sg cell _\*búrōθi_ rather than the infinitive.	non-regular model entry		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=8927
bore (3sg) — OE boraþ	late_analogy	RingeTaylor2014	[@Campbell1959, §355.4; @RingeTaylor2014]	Campbell's class-II pattern lufas, _-aþ_ (< _-ōsi_, _-ōþi)_ and Ringe and Taylor's account of stable _a_ in the class-II 2sg and 3sg make this finite cell the relevant comparison form for the ending [@Campbell1959, §355.4; @RingeTaylor2014].	non-regular model entry		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=8929
bore (3sg) — OE boraþ	late_analogy	ClarkHall1960	[@ClarkHall1960]	Clark Hall lemmatizes the verb as _borian_ [@ClarkHall1960]. The relevant comparison form here is the normalized present-third-singular _boraþ_, used beside the headword and the imperative singular _bora_.	non-regular model entry		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=8933
bore (3sg) — OE boraþ	late_analogy	RingeTaylor2014	[@Campbell1959, §355.4; @RingeTaylor2014]	Campbell's class-II ending evidence and Ringe and Taylor's discussion of stable _a_ in the finite non-_j_ cells support exactly this sequence [@Campbell1959, §355.4; @RingeTaylor2014].	non-regular model entry		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=8941
learn (iptv.2sg) — OE liorna	late_analogy	RingeTaylor2014	[@RingeTaylor2014; @Kroonen2013, 380]	Ringe and Taylor give Old English _liornian_ ~ _leornian_ from a learn-family base of the _\*lizn-_ type, and Kroonen likewise keeps the weak verb as _\*liznōn-_ [@RingeTaylor2014; @Kroonen2013, 380]. Fulk cites the same Old English family from _\*liznō-_ [@Fulk2018].	non-regular model entry		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=9002
learn (iptv.2sg) — OE liorna	late_analogy	Fulk2018	[@Fulk2018]	Ringe and Taylor give Old English _liornian_ ~ _leornian_ from a learn-family base of the _\*lizn-_ type, and Kroonen likewise keeps the weak verb as _\*liznōn-_ [@RingeTaylor2014; @Kroonen2013, 380]. Fulk cites the same Old English family from _\*liznō-_ [@Fulk2018].	non-regular model entry		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=9002
learn (iptv.2sg) — OE liorna	late_analogy	ClarkHall1960	[@ClarkHall1960]	Clark Hall gives the ordinary headword as _leornian_ [@ClarkHall1960]. Brunner, however, explicitly records _leornian, nordh. auch liorna_, and Campbell notes that beside _leornian_ Northumbrian forms with _io_ occur where original _eo_ and _io_ remain distinct [@SieversBrunner1965; @Campbell1959, §123 n. 2].	non-regular model entry		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=9008
learn (iptv.2sg) — OE liorna	late_analogy	SieversBrunner1965	[@SieversBrunner1965; @Campbell1959, §123 n. 2]	Clark Hall gives the ordinary headword as _leornian_ [@ClarkHall1960]. Brunner, however, explicitly records _leornian, nordh. auch liorna_, and Campbell notes that beside _leornian_ Northumbrian forms with _io_ occur where original _eo_ and _io_ remain distinct [@SieversBrunner1965; @Campbell1959, §123 n. 2].	non-regular model entry		left broad; outside the targeted high-yield cleanup set	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=unresolved; line=9008
learn (iptv.2sg) — OE liorna	late_analogy	RingeTaylor2014	[@Campbell1959, §123 n. 2; @RingeTaylor2014]	Campbell's Northumbrian _io_ evidence and Ringe and Taylor's explicit statement that no form of _liornian_ stood in an i-umlauting environment support this stem shape [@Campbell1959, §123 n. 2; @RingeTaylor2014]. The West-Saxon-looking _eo_ forms belong to a different dialectal presentation of the same family.	non-regular model entry		left broad; no safe headword/page pairing was verified in this pass	left_broad		same_source_has_locator_elsewhere_in_volume=yes; prior_classification=safe; line=9016
