entry	class_bucket	source_key	current_citation	surrounding_sentence	source_layer	candidate_locator	locator_basis	action	reason_if_left_broad	file_changed	status
whine — OE hwīnan	G	SieversBrunner1965	[@Seebold1970; @SieversBrunner1965]	likewise lists _hwinan stv._ [@Seebold1970; @SieversBrunner1965].	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
withy — OE wīþiġ	D	KlugeSeebold2011	[@KlugeSeebold2011; @Orel2003]	_\*wīþja_/_ō-_ or _\*wiþ-_ type [@KlugeSeebold2011; @Orel2003]. That material is	non-regular model entry			leave broad	source quarantined	no	not_inspected
withy — OE wīþiġ	G	Orel2003	[@KlugeSeebold2011; @Orel2003]	_\*wīþja_/_ō-_ or _\*wiþ-_ type [@KlugeSeebold2011; @Orel2003]. That material is	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
withy — OE wīþiġ	G	Campbell1959	[@Campbell1959; @Adamczyk2001]	[@Campbell1959; @Adamczyk2001]. The selected input _\*wī́θagą_ is thus a	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
withy — OE wīþiġ	G	Adamczyk2001	[@Campbell1959; @Adamczyk2001]	[@Campbell1959; @Adamczyk2001]. The selected input _\*wī́θagą_ is thus a	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
withy — OE wīþiġ	B	ClarkHall1960	[@ClarkHall1960]	same lexical base [@ClarkHall1960]. The form used here, _wīþiġ_, is a	non-regular model entry		Exact OE headword sweep in local page-marked OCR did not isolate the needed headword.	leave broad	headword not found	no	left_broad
world — OE weorold	G	Orel2003	[@Orel2003; @RingeTaylor2014, 341]	[@Orel2003; @RingeTaylor2014, 341]. Kluge-Seebold preserves both tendencies by	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
world — OE weorold	D	KlugeSeebold2011	[@KlugeSeebold2011]	giving compound _\*wira-aldō_ beside simplex _\*wera-_ [@KlugeSeebold2011].	non-regular model entry			leave broad	source quarantined	no	not_inspected
world — OE weorold	G	SieversBrunner1965	[@SieversBrunner1965; @BrightCassidyRingler1971, 465]	[@SieversBrunner1965; @BrightCassidyRingler1971, 465].	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
youth — OE ġeoguþ	G	Kroonen2013	[@Kroonen2013; @Fulk2018]	_\*ju(w)unþi-_ [@Kroonen2013; @Fulk2018]. The selected comparative label	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
youth — OE ġeoguþ	G	Fulk2018	[@Kroonen2013; @Fulk2018]	_\*ju(w)unþi-_ [@Kroonen2013; @Fulk2018]. The selected comparative label	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
youth — OE ġeoguþ	G	RingeTaylor2014	[@RingeTaylor2014]	_\*jugunþi_ > _\*juguþ_ > OE _geoguþ_ ~ _iuguþ_ [@RingeTaylor2014]. Campbell makes the	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
youth — OE ġeoguþ	G	Campbell1959	[@Campbell1959]	history [@Campbell1959]. The selected input therefore differs from the broader	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
youth — OE ġeoguþ	G	Campbell1959	[@Campbell1959; @RingeTaylor2014]	_geoguþ_ ~ _iuguþ_ [@Campbell1959; @RingeTaylor2014]. The form is normalized here	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
youth — OE ġeoguþ	G	RingeTaylor2014	[@Campbell1959; @RingeTaylor2014]	_geoguþ_ ~ _iuguþ_ [@Campbell1959; @RingeTaylor2014]. The form is normalized here	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
youth — OE ġeoguþ	G	RingeTaylor2014	[@RingeTaylor2014]	_y_-type vowel instead of the attested form [@RingeTaylor2014].	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
ban — OE bannes	G	Orel2003	[@Orel2003; @Seebold1970]	reflex [@Orel2003; @Seebold1970]. The citation reconstruction _\*bánną_	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
ban — OE bannes	G	Seebold1970	[@Orel2003; @Seebold1970]	reflex [@Orel2003; @Seebold1970]. The citation reconstruction _\*bánną_	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
ban — OE bannes	B	ClarkHall1960	[@ClarkHall1960; @BosworthToller1898, 303]	_gebanne_ [@ClarkHall1960; @BosworthToller1898, 303]. The exact unprefixed genitive	non-regular model entry		Exact OE headword sweep in local page-marked OCR did not isolate the needed headword.	leave broad	headword not found	no	left_broad
ban — OE bannes	G	Campbell1959	[@Campbell1959]	regular nominative outcome is _ban_ [@Campbell1959].	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
berry — OE berġes	G	Kroonen2013	[@Kroonen2013]	Kroonen reconstructs the berry noun as _\*basja-_ ~ _\*bazja-_ [@Kroonen2013]. The	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
berry — OE berġes	G	RingeTaylor2014	[@RingeTaylor2014]	an Old English paradigm without any hidden gemination repair [@RingeTaylor2014].	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
berry — OE berġes	G	RingeTaylor2014	[@RingeTaylor2014]	way that Ringe and Taylor cite _herges_ beside _here_ [@RingeTaylor2014]. This	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
cow — OE cȳ	B	ClarkHall1960	[@ClarkHall1960]	dat.sg. _cȳ_, nom.-acc.pl. _cȳ_, and dat.pl. _cūm_ [@ClarkHall1960]. Ringe and	non-regular model entry	013	Exact OE headword sweep in local page-marked OCR found cy on p. 013.	leave broad	page found but claim not isolated	no	left_broad
find — OE fundene	G	RingeTaylor2014	[@RingeTaylor2014]	_findan_ [@RingeTaylor2014]. The selected input _\*fúnðanǭ_, however, belongs to	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
find — OE fundene	G	Campbell1959	[@Campbell1959; @Luick1914; @SieversBrunner1965]	cases of the paradigm [@Campbell1959; @Luick1914; @SieversBrunner1965]. The	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
find — OE fundene	G	Luick1914	[@Campbell1959; @Luick1914; @SieversBrunner1965]	cases of the paradigm [@Campbell1959; @Luick1914; @SieversBrunner1965]. The	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
find — OE fundene	G	SieversBrunner1965	[@Campbell1959; @Luick1914; @SieversBrunner1965]	cases of the paradigm [@Campbell1959; @Luick1914; @SieversBrunner1965]. The	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
find — OE fundene	G	BosworthToller1898	[@BosworthToller1898]	participial form [@BosworthToller1898]. Clark Hall likewise preserves the	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
find — OE fundene	B	ClarkHall1960	[@ClarkHall1960]	[@ClarkHall1960].	non-regular model entry		Exact OE headword sweep in local page-marked OCR did not isolate the needed headword.	leave broad	headword not found	no	left_broad
fright — OE fyrhte	G	Orel2003	[@Orel2003]	as Gothic _faurhtei_ [@Orel2003]. The selected input _\*fúrxtīnaz_ is not a	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
fright — OE fyrhte	G	RingeTaylor2014	[@RingeTaylor2014]	history more directly [@RingeTaylor2014]. The selected input therefore differs	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
fright — OE fyrhte	G	BosworthToller1898	[@BosworthToller1898]	[@BosworthToller1898]. The noun must be kept distinct from the adjective	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
fright — OE fyrhte	B	ClarkHall1960	[@ClarkHall1960]	_forht_, a distinction also reflected in Clark Hall [@ClarkHall1960].	non-regular model entry	199	Exact OE headword sweep in local page-marked OCR found fyrhte on p. 199.	leave broad	page found but claim not isolated	no	left_broad
fright — OE fyrhte	G	Campbell1959	[@Campbell1959]	_-e < -i < -in_ in this class of abstracts [@Campbell1959]. That yields	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
hammer — OE hameres	G	BosworthToller1898	[@BosworthToller1898]	phrase [@BosworthToller1898]. The same dictionary tradition and Clark Hall also	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
hammer — OE hameres	G	BosworthToller1898	[@BosworthToller1898; @ClarkHall1960, 160]	[@BosworthToller1898; @ClarkHall1960, 160].	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
hammer — OE hameres	G	SieversBrunner1965	[@SieversBrunner1965]	oblique tradition itself was not entirely uniform [@SieversBrunner1965]. The	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
have — OE hæfeþ	G	Kroonen2013	[@Kroonen2013; @RingeTaylor2014]	_\*xabēną_ and Old English _habban_ [@Kroonen2013; @RingeTaylor2014]. Within that	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
have — OE hæfeþ	G	RingeTaylor2014	[@Kroonen2013; @RingeTaylor2014]	_\*xabēną_ and Old English _habban_ [@Kroonen2013; @RingeTaylor2014]. Within that	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
have — OE hæfeþ	G	RingeTaylor2014	[@RingeTaylor2014]	forms [@RingeTaylor2014].	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
have — OE hæfeþ	G	Fulk2018	[@Fulk2018]	cleaner comparator here [@Fulk2018].	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
have — OE hæfeþ	G	BosworthToller1898	[@BosworthToller1898; @ClarkHall1960, 157]	shows forms of the _hæf-_ type [@BosworthToller1898; @ClarkHall1960, 157]. Campbell	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
have — OE hæfeþ	G	Campbell1959	[@Campbell1959]	_hæfeþ_ [@Campbell1959].	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
have — OE hæfeþ	G	RingeTaylor2014	[@RingeTaylor2014; @Campbell1959]	[@RingeTaylor2014; @Campbell1959]. The derivation of the finite form itself is	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
have — OE hæfeþ	G	Campbell1959	[@RingeTaylor2014; @Campbell1959]	[@RingeTaylor2014; @Campbell1959]. The derivation of the finite form itself is	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
heaven — OE heofon	G	Kroonen2013	[@Kroonen2013]	_\*hemina-_ ~ _\*hemna-_ [@Kroonen2013]. The selected input _\*xémonų_ is an	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
heaven — OE heofon	G	Campbell1959	[@Campbell1959; @RingeTaylor2014]	[@Campbell1959; @RingeTaylor2014].	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
heaven — OE heofon	G	RingeTaylor2014	[@Campbell1959; @RingeTaylor2014]	[@Campbell1959; @RingeTaylor2014].	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
heaven — OE heofon	G	Campbell1959	[@Campbell1959]	history of the word [@Campbell1959].	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
heaven — OE heofon	G	Fulk2018	[@Fulk2018; @Campbell1959]	[@Fulk2018; @Campbell1959]. Back mutation then yields _heo-_ before the labial	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
heaven — OE heofon	G	Campbell1959	[@Fulk2018; @Campbell1959]	[@Fulk2018; @Campbell1959]. Back mutation then yields _heo-_ before the labial	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
live — OE lifeþ	G	Kroonen2013	[@Kroonen2013]	_\*libēn-_, reflected in Old English _libban_ [@Kroonen2013]. Ringe and Taylor	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
live — OE lifeþ	G	RingeTaylor2014	[@RingeTaylor2014]	[@RingeTaylor2014].	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
live — OE lifeþ	G	BosworthToller1898	[@BosworthToller1898; @ClarkHall1960]	_lifian_ [@BosworthToller1898; @ClarkHall1960]. For this entry, however, the	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
live — OE lifeþ	B	ClarkHall1960	[@BosworthToller1898; @ClarkHall1960]	_lifian_ [@BosworthToller1898; @ClarkHall1960]. For this entry, however, the	non-regular model entry		Exact OE headword sweep in local page-marked OCR did not isolate the needed headword.	leave broad	headword not found	no	left_broad
live — OE lifeþ	G	RingeTaylor2014	[@RingeTaylor2014; @Campbell1959]	normalized as _lifeþ_ [@RingeTaylor2014; @Campbell1959].	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
live — OE lifeþ	G	Campbell1959	[@RingeTaylor2014; @Campbell1959]	normalized as _lifeþ_ [@RingeTaylor2014; @Campbell1959].	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
man — OE mannes	G	Kroonen2013	[@Kroonen2013; @Orel2003, 299; @RingeTaylor2014]	[@Kroonen2013; @Orel2003, 299; @RingeTaylor2014]. The selected input _\*mánnas_	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
man — OE mannes	G	RingeTaylor2014	[@Kroonen2013; @Orel2003, 299; @RingeTaylor2014]	[@Kroonen2013; @Orel2003, 299; @RingeTaylor2014]. The selected input _\*mánnas_	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
man — OE mannes	G	Campbell1959	[@Campbell1959]	Campbell gives the paradigm mann, _man_ / _mannes_ / _menn_ [@Campbell1959].	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
man — OE mannes	G	SieversBrunner1965	[@SieversBrunner1965]	[@SieversBrunner1965]. Clark Hall keeps the dictionary headword under _mann_	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
man — OE mannes	B	ClarkHall1960	[@ClarkHall1960]	[@ClarkHall1960].	non-regular model entry	111	Exact OE headword sweep in local page-marked OCR found mannes on p. 111.	leave broad	page found but claim not isolated	no	left_broad
man — OE mannes	G	Campbell1959	[@Campbell1959]	unstressed merger gives _\*mánnes_, hence _mannes_ [@Campbell1959]. In this	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
man — OE mannes	G	SieversBrunner1965	[@SieversBrunner1965]	[@SieversBrunner1965].	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
meed — OE meorde	G	Crist2002	[@Crist2002; @Kroonen2013; @RingeTaylor2014; @Fulk2018]	lengthening [@Crist2002; @Kroonen2013; @RingeTaylor2014; @Fulk2018], Orel keeps	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
meed — OE meorde	G	Kroonen2013	[@Crist2002; @Kroonen2013; @RingeTaylor2014; @Fulk2018]	lengthening [@Crist2002; @Kroonen2013; @RingeTaylor2014; @Fulk2018], Orel keeps	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
meed — OE meorde	G	RingeTaylor2014	[@Crist2002; @Kroonen2013; @RingeTaylor2014; @Fulk2018]	lengthening [@Crist2002; @Kroonen2013; @RingeTaylor2014; @Fulk2018], Orel keeps	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
meed — OE meorde	G	Fulk2018	[@Crist2002; @Kroonen2013; @RingeTaylor2014; @Fulk2018]	lengthening [@Crist2002; @Kroonen2013; @RingeTaylor2014; @Fulk2018], Orel keeps	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
meed — OE meorde	G	Orel2003	[@Orel2003]	a doublet analysis [@Orel2003], and Kilday instead argues that West Saxon _mēd_	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
meed — OE meorde	G	Kilday2024	[@Kilday2024]	is a Saxono-Frisian loan [@Kilday2024]. The comparison here concerns the	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
meed — OE meorde	B	BrightCassidyRingler1971	[@BrightCassidyRingler1971; @BosworthToller1898]	_meorda_ as a genitive plural [@BrightCassidyRingler1971; @BosworthToller1898].	non-regular model entry	265	Exact OE headword sweep in local page-marked OCR found meorde on p. 265.	leave broad	page found but claim not isolated	no	left_broad
meed — OE meorde	G	BosworthToller1898	[@BrightCassidyRingler1971; @BosworthToller1898]	_meorda_ as a genitive plural [@BrightCassidyRingler1971; @BosworthToller1898].	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
meed — OE meorde	B	ClarkHall1960	[@ClarkHall1960; @BosworthToller1898]	[@ClarkHall1960; @BosworthToller1898].	non-regular model entry		Exact OE headword sweep in local page-marked OCR did not isolate the needed headword.	leave broad	headword not found	no	left_broad
meed — OE meorde	G	BosworthToller1898	[@ClarkHall1960; @BosworthToller1898]	[@ClarkHall1960; @BosworthToller1898].	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
meed — OE meorde	G	RingeTaylor2014	[@RingeTaylor2014]	_meorde_ [@RingeTaylor2014].	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
night — OE niht	G	RingeTaylor2014	[@RingeTaylor2014]	the paradigm [@RingeTaylor2014]. The citation reconstruction _\*náxtz_ therefore	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
night — OE niht	G	RingeTaylor2014	[@RingeTaylor2014]	dat. sg. _niht_ < _\*nahti_ [@RingeTaylor2014].	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
night — OE niht	B	ClarkHall1960	[@ClarkHall1960]	[@ClarkHall1960]. Campbell likewise preserves the fluctuation between _neaht_	non-regular model entry	023	Exact OE headword sweep in local page-marked OCR found niht on p. 023.	leave broad	page found but claim not isolated	no	left_broad
night — OE niht	G	Campbell1959	[@Campbell1959]	[@Campbell1959].	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
rest — OE ræste	G	Kroonen2013	[@Kroonen2013]	_ræst_ [@Kroonen2013]. The selected input _\*rástōz_ therefore does not replace	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
rest — OE ræste	G	Kroonen2013	[@Kroonen2013; @ClarkHall1960]	The ordinary Old English citation form is _ræst_ [@Kroonen2013; @ClarkHall1960].	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
rest — OE ræste	B	ClarkHall1960	[@Kroonen2013; @ClarkHall1960]	The ordinary Old English citation form is _ræst_ [@Kroonen2013; @ClarkHall1960].	non-regular model entry	132	Exact OE headword sweep in local page-marked OCR found ræste on p. 132.	leave broad	page found but claim not isolated	no	left_broad
shoulder — OE sċuldrum	G	BosworthToller1898	[@BosworthToller1898; @ClarkHall1960]	The ordinary Old English headword is _sculdor_. Bosworth-Toller and Clark Hall both lemmatize _sculdor_ as the normal dictionary form, and the Bosworth-Toller material also preserves plural and oblique forms such as _sculdru_, _sculdra_, and _sculdrum_ [@BosworthToller1898; @ClarkHall1960]. The dative plural _sculdrum_ is directly attested in the dictionary material [@BosworthToller1898].	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
shoulder — OE sċuldrum	B	ClarkHall1960	[@BosworthToller1898; @ClarkHall1960]	The ordinary Old English headword is _sculdor_. Bosworth-Toller and Clark Hall both lemmatize _sculdor_ as the normal dictionary form, and the Bosworth-Toller material also preserves plural and oblique forms such as _sculdru_, _sculdra_, and _sculdrum_ [@BosworthToller1898; @ClarkHall1960]. The dative plural _sculdrum_ is directly attested in the dictionary material [@BosworthToller1898].	non-regular model entry		Exact OE headword sweep in local page-marked OCR did not isolate the needed headword.	leave broad	headword not found	no	left_broad
shoulder — OE sċuldrum	G	BosworthToller1898	[@BosworthToller1898]	The ordinary Old English headword is _sculdor_. Bosworth-Toller and Clark Hall both lemmatize _sculdor_ as the normal dictionary form, and the Bosworth-Toller material also preserves plural and oblique forms such as _sculdru_, _sculdra_, and _sculdrum_ [@BosworthToller1898; @ClarkHall1960]. The dative plural _sculdrum_ is directly attested in the dictionary material [@BosworthToller1898].	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
shoulder — OE sċuldrum	G	BosworthToller1898	[@BosworthToller1898]	Bosworth-Toller's Supplement records a weak-feminine _sculdra, an_, so _sculdra_ belongs to the Old English record beside the stronger masculine paradigm headed by _sculdor_ [@BosworthToller1898]. Brunner and Luick also record later spellings such as _sceoldor_ and the i-mutated dative plural _scyldrum_, which reflect secondary phonological and analogical reshaping within Old English [@SieversBrunner1965, §92.2.a; @Luick1914, p. 230].	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
shove — OE sċēaf	G	Kroonen2013	[@Kroonen2013]	English present forms _scēofan_, _scūfan_ [@Kroonen2013]. Ringe and Taylor also	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
shove — OE sċēaf	G	RingeTaylor2014	[@RingeTaylor2014]	not identical with the preterite grade [@RingeTaylor2014]. The selected input	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
shove — OE sċēaf	B	BrightCassidyRingler1971	[@BrightCassidyRingler1971; @Sweet1953]	[@BrightCassidyRingler1971; @Sweet1953]. The normalized form here is _sċēaf_,	non-regular model entry	019	Exact OE headword sweep in local page-marked OCR found sceaf on p. 019.	leave broad	page found but claim not isolated	no	left_broad
shove — OE sċēaf	G	Sweet1953	[@BrightCassidyRingler1971; @Sweet1953]	[@BrightCassidyRingler1971; @Sweet1953]. The normalized form here is _sċēaf_,	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
span — OE spanne	G	Orel2003	[@Orel2003; @Seebold1970, 450]	_spann_ under the same noun family [@Orel2003; @Seebold1970, 450]. The selected input	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
span — OE spanne	G	SieversBrunner1965	[@SieversBrunner1965]	cell of the feminine ō-stem paradigm [@SieversBrunner1965].	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
span — OE spanne	B	ClarkHall1960	[@ClarkHall1960]	rather than as a dictionary headword [@ClarkHall1960].	non-regular model entry		Exact OE headword sweep in local page-marked OCR did not isolate the needed headword.	leave broad	headword not found	no	left_broad
thistle — OE þistles	D	KlugeSeebold2011	[@Orel2003, 458; @KlugeSeebold2011]	Kluge-Seebold gives _\*þistila-_ [@Orel2003, 458; @KlugeSeebold2011]. The comparative	non-regular model entry			leave broad	source quarantined	no	not_inspected
make (iptv.2sg) — OE maca	G	Campbell1959	[@Campbell1959; @RingeTaylor2014]	_mahhon_ [@Campbell1959; @RingeTaylor2014].	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
make (iptv.2sg) — OE maca	G	RingeTaylor2014	[@Campbell1959; @RingeTaylor2014]	_mahhon_ [@Campbell1959; @RingeTaylor2014].	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
make (iptv.2sg) — OE maca	G	RingeTaylor2014	[@RingeTaylor2014]	[@RingeTaylor2014].	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
make (iptv.2sg) — OE maca	B	ClarkHall1960	[@ClarkHall1960]	The dictionary headword is _macian_ [@ClarkHall1960]. The selected form in this	non-regular model entry	140	Exact OE headword sweep in local page-marked OCR found maca on p. 140.	leave broad	page found but claim not isolated	no	left_broad
make (3sg) — OE macaþ	G	Kroonen2013	[@Kroonen2013]	Kroonen derives the Old English verb from _\*makōjan-_ on the make-family base _\*maka-_ [@Kroonen2013]. Ringe and Taylor likewise place the verb among the class-II weak verbs and note that the present 2sg, 3sg, and imperative singular preserve suffixal _\*ō_ rather than the remodelled infinitival formation [@RingeTaylor2014].	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
make (3sg) — OE macaþ	G	RingeTaylor2014	[@RingeTaylor2014]	Kroonen derives the Old English verb from _\*makōjan-_ on the make-family base _\*maka-_ [@Kroonen2013]. Ringe and Taylor likewise place the verb among the class-II weak verbs and note that the present 2sg, 3sg, and imperative singular preserve suffixal _\*ō_ rather than the remodelled infinitival formation [@RingeTaylor2014].	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
make (3sg) — OE macaþ	B	ClarkHall1960	[@ClarkHall1960]	Clark Hall lemmatizes the verb as _macian_ [@ClarkHall1960]. The relevant comparison form here is the normalized present-third-singular _macaþ_, set beside the dictionary headword and the related imperative singular _maca_.	non-regular model entry		Exact OE headword sweep in local page-marked OCR did not isolate the needed headword.	leave broad	headword not found	no	left_broad
make (3sg) — OE macaþ	G	RingeTaylor2014	[@Campbell1959, §355.4; @RingeTaylor2014]	The ending then follows the ordinary class-II 3sg development. Campbell's lufas, _-aþ_ (< _-ōsi_, _-ōþi)_ and Ringe and Taylor's discussion of stable _a_ in the finite non-_j_ cells point to _\*makōθ_ > _\*makaθ_ > _macaþ_ [@Campbell1959, §355.4; @RingeTaylor2014].	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
bore (iptv.2sg) — OE bora	G	Kroonen2013	[@Kroonen2013]	Kroonen reconstructs the bore-family verb as _\*burojan-_ and cites Old English _borian_ among its continuants [@Kroonen2013]. In Ringe and Taylor's account of class-II weak verbs, the imperative singular belongs to the finite cells that preserve inherited suffixal _\*ō_, unlike the remodelled infinitive [@RingeTaylor2014].	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
bore (iptv.2sg) — OE bora	G	RingeTaylor2014	[@RingeTaylor2014]	Kroonen reconstructs the bore-family verb as _\*burojan-_ and cites Old English _borian_ among its continuants [@Kroonen2013]. In Ringe and Taylor's account of class-II weak verbs, the imperative singular belongs to the finite cells that preserve inherited suffixal _\*ō_, unlike the remodelled infinitive [@RingeTaylor2014].	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
bore (iptv.2sg) — OE bora	B	ClarkHall1960	[@ClarkHall1960]	Clark Hall lemmatizes the verb as _borian_ [@ClarkHall1960]. The comparison form here is the normalized imperative singular _bora_, used beside the headword and the related 3sg form _boraþ_.	non-regular model entry	024	Exact OE headword sweep in local page-marked OCR found bora on p. 024.	leave broad	page found but claim not isolated	no	left_broad
bore (iptv.2sg) — OE bora	G	RingeTaylor2014	[@RingeTaylor2014]	Ringe and Taylor's class-II imperative singular -a < _\*-ō_ points to exactly this type of outcome [@RingeTaylor2014]. The selected form therefore isolates the regular finite-cell development more cleanly than the remodelled infinitive does.	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
bore (3sg) — OE boraþ	G	Kroonen2013	[@Kroonen2013]	Kroonen reconstructs the bore-family verb as _\*burojan-_ and cites Old English _borian_ among its reflexes [@Kroonen2013]. The selected form isolates the finite 3sg cell _\*búrōθi_ rather than the infinitive.	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
bore (3sg) — OE boraþ	G	RingeTaylor2014	[@Campbell1959, §355.4; @RingeTaylor2014]	Campbell's class-II pattern lufas, _-aþ_ (< _-ōsi_, _-ōþi)_ and Ringe and Taylor's account of stable _a_ in the class-II 2sg and 3sg make this finite cell the relevant comparison form for the ending [@Campbell1959, §355.4; @RingeTaylor2014].	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
bore (3sg) — OE boraþ	B	ClarkHall1960	[@ClarkHall1960]	Clark Hall lemmatizes the verb as _borian_ [@ClarkHall1960]. The relevant comparison form here is the normalized present-third-singular _boraþ_, used beside the headword and the imperative singular _bora_.	non-regular model entry		Exact OE headword sweep in local page-marked OCR did not isolate the needed headword.	leave broad	headword not found	no	left_broad
bore (3sg) — OE boraþ	G	RingeTaylor2014	[@Campbell1959, §355.4; @RingeTaylor2014]	Campbell's class-II ending evidence and Ringe and Taylor's discussion of stable _a_ in the finite non-_j_ cells support exactly this sequence [@Campbell1959, §355.4; @RingeTaylor2014].	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
learn (iptv.2sg) — OE liorna	G	RingeTaylor2014	[@RingeTaylor2014; @Kroonen2013, 380]	Ringe and Taylor give Old English _liornian_ ~ _leornian_ from a learn-family base of the _\*lizn-_ type, and Kroonen likewise keeps the weak verb as _\*liznōn-_ [@RingeTaylor2014; @Kroonen2013, 380]. Fulk cites the same Old English family from _\*liznō-_ [@Fulk2018].	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
learn (iptv.2sg) — OE liorna	G	Fulk2018	[@Fulk2018]	Ringe and Taylor give Old English _liornian_ ~ _leornian_ from a learn-family base of the _\*lizn-_ type, and Kroonen likewise keeps the weak verb as _\*liznōn-_ [@RingeTaylor2014; @Kroonen2013, 380]. Fulk cites the same Old English family from _\*liznō-_ [@Fulk2018].	non-regular model entry			leave broad	not inspected in this pass	no	not_inspected
